lang	pool	index	en_source	translation	note
sv	outcome.timeup.hard.pool	4	Winter is patient.\nBe the same.		unresolved_after_real_sv_apply
sv	outcome.timeup.hard.pool	5	The sky kept moving.\nSo will you.		unresolved_after_real_sv_apply
sv	outcome.timeup.hard.pool	6	The story moves on.\nThe end is not yet.		unresolved_after_real_sv_apply
sv	outcome.timeup.hard.pool	7	The stars were there, watching.\nAgain.		unresolved_after_real_sv_apply
sv	outcome.timeup.hard.pool	8	Ice takes its time.\nNeither do you.		unresolved_after_real_sv_apply
sv	outcome.timeup.hard.pool	9	The sky kept moving.\nSo can you.		unresolved_after_real_sv_apply
sv	outcome.timeup.hard.pool	10	The north has learned to wait.\nSo should you.		unresolved_after_real_sv_apply
sv	outcome.timeup.hard.pool	11	This is an interlude\n—It’s not over.		unresolved_after_real_sv_apply
sv	outcome.timeup.hard.pool	12	Like drifting clouds,\ndon’t lose your flow—like a river.		unresolved_after_real_sv_apply
sv	outcome.timeup.hard.pool	13	The sound was near.\nThe distance was real.\nBut that moment can’t be saved.		unresolved_after_real_sv_apply
sv	outcome.timeup.hard.pool	14	You were closing in.\nOnly time wasn’t.		unresolved_after_real_sv_apply
sv	outcome.timeup.hard.pool	15	The world held to its rules.\nYou touched the edge of them.		unresolved_after_real_sv_apply
sv	outcome.timeup.hard.pool	16	You didn’t reach the treasure. \nBut the signal was real.		unresolved_after_real_sv_apply
sv	outcome.timeup.hard.pool	17	Nothing changed.\nOnly your position did.		unresolved_after_real_sv_apply
sv	outcome.timeup.hard.pool	18	It wasn’t luck.\nAlignment.		unresolved_after_real_sv_apply
sv	outcome.timeup.hard.pool	19	The moment slipped away,\nbut the record stayed.		unresolved_after_real_sv_apply
sv	outcome.timeup.hard.pool	20	You crossed fragile ground\nand left the horizon unbroken.		unresolved_after_real_sv_apply
sv	outcome.timeup.hard.pool	21	Nothing changed.\n Only your position did.\nNot luck.\nAlignment.\nThe moment passed.\nThe record remains.		unresolved_after_real_sv_apply
sv	outcome.timeup.hard.pool	22	The sun sank,\nand shadow covered the world once again.		unresolved_after_real_sv_apply
sv	outcome.timeup.hard.pool	23	The last grains of sand fell,\nand the story quietly came to a close.		unresolved_after_real_sv_apply
sv	outcome.timeup.hard.pool	24	The wind swept through,\nand the footprints vanished without a trace.		unresolved_after_real_sv_apply
sv	outcome.timeup.hard.pool	25	The tide came in,\nWhat once had been there returned to the sea.		unresolved_after_real_sv_apply
sv	outcome.timeup.hard.pool	26	Silence.\nOnly time passed through.		unresolved_after_real_sv_apply
sv	outcome.timeup.hard.pool	27	Victory and defeat \nare nothing more than grains of sand.		unresolved_after_real_sv_apply
sv	outcome.timeup.hard.pool	28	The road goes on—or it ends.\nEither way, it lies on the same earth.		unresolved_after_real_sv_apply
sv	outcome.timeup.hard.pool	29	The season closed.\nThe land remained.		unresolved_after_real_sv_apply
sv	outcome.timeup.hard.pool	30	The path The path remains.\nOnly your steps stopped.		unresolved_after_real_sv_apply
sv	outcome.timeup.hard.pool	31	Your time ran out.\nThe sky didn’t.		unresolved_after_real_sv_apply
sv	outcome.timeup.hard.pool	32	It wasn’t rejection.\nOnly silence.		unresolved_after_real_sv_apply
sv	outcome.timeup.hard.pool	33	The world is still intact.\nYou can return—changed.		unresolved_after_real_sv_apply
sv	outcome.timeup.hard.pool	34	The season ended.\nThe forest remains.		unresolved_after_real_sv_apply
sv	outcome.timeup.hard.pool	35	The distance was closing.\nTime kept its rhythm.		unresolved_after_real_sv_apply
sv	outcome.timeup.hard.pool	36	Your time came to a halt.\nThe sky kept moving.		unresolved_after_real_sv_apply
sv	outcome.timeup.hard.pool	37	Not rejection\nJust silence.		unresolved_after_real_sv_apply
sv	outcome.timeup.hard.pool	38	The path is still here.\nYou can come back—changed.		unresolved_after_real_sv_apply
