lang	pool	kind	meta	value
sa	outcome.timeup.easy.pool	ITEM	15	"Victory and defeat 
are nothing more than grains of sand."
sa	outcome.timeup.easy.pool	ITEM	16	"The road goes on—or it ends.
Either way, it lies on the same earth."
sa	outcome.timeup.normal.pool	COUNT	20	20
sa	outcome.timeup.normal.pool	ITEM	1	"The distance closed.
Time did not."
sa	outcome.timeup.normal.pool	ITEM	2	"The world kept its rules.
You touched the edge."
sa	outcome.timeup.normal.pool	ITEM	3	"You didn’t make it.
But the signal was real."
sa	outcome.timeup.normal.pool	ITEM	4	"Some treasures still await.
Let’s try a different path."
sa	outcome.timeup.normal.pool	ITEM	5	"The result remained.
The position changed."
sa	outcome.timeup.normal.pool	ITEM	6	"Time ran out.
Meaning didn't."
sa	outcome.timeup.normal.pool	ITEM	7	"So close.
The sound said so."
sa	outcome.timeup.normal.pool	ITEM	8	"The map is still open.
Come back to it."
sa	outcome.timeup.normal.pool	ITEM	9	"The world’s rules stood firm.
The signal of possibility was real."
sa	outcome.timeup.normal.pool	ITEM	10	The world kept its rules.
sa	outcome.timeup.normal.pool	ITEM	11	"The moment passed.
The record remains."
sa	outcome.timeup.normal.pool	ITEM	12	"The sun sank,
and shadow covered the world once again."
sa	outcome.timeup.normal.pool	ITEM	13	"The last grains of sand fell,
and the story quietly came to a close."
sa	outcome.timeup.normal.pool	ITEM	14	"The wind swept through,
and the footprints vanished without a trace."
sa	outcome.timeup.normal.pool	ITEM	15	"The tide came in,
What once had been there returned to the sea."
sa	outcome.timeup.normal.pool	ITEM	16	"Silence.
Only time passed through."
sa	outcome.timeup.normal.pool	ITEM	17	"Victory and defeat 
are nothing more than grains of sand."
sa	outcome.timeup.normal.pool	ITEM	18	"The road goes on—or it ends.
Either way, it lies on the same earth."
sa	outcome.timeup.normal.pool	ITEM	19	"> Time ran out.
> 
> Nothing else did."
sa	outcome.timeup.normal.pool	ITEM	20	"> The outcome didn’t change.
> 
> But your position did."
sa	outcome.timeup.hard.pool	COUNT	38	38
sa	outcome.timeup.hard.pool	ITEM	1	"Even the aurora fades.
Come back with a new stride."
sa	outcome.timeup.hard.pool	ITEM	2	"In a fragile world,
haste shatters clarity before it can be found."
sa	outcome.timeup.hard.pool	ITEM	3	"The moment slipped away.
The meaning did not."
sa	outcome.timeup.hard.pool	ITEM	4	"Winter is patient.
Be the same."
sa	outcome.timeup.hard.pool	ITEM	5	"The sky kept moving.
So will you."
sa	outcome.timeup.hard.pool	ITEM	6	"The story moves on.
The end is not yet."
sa	outcome.timeup.hard.pool	ITEM	7	"The stars were there, watching.
Again."
sa	outcome.timeup.hard.pool	ITEM	8	"Ice takes its time.
Neither do you."
sa	outcome.timeup.hard.pool	ITEM	9	"The sky kept moving.
So can you."
sa	outcome.timeup.hard.pool	ITEM	10	"The north has learned to wait.
So should you."
sa	outcome.timeup.hard.pool	ITEM	11	"This is an interlude
—It’s not over."
sa	outcome.timeup.hard.pool	ITEM	12	"Like drifting clouds,
don’t lose your flow—like a river."
sa	outcome.timeup.hard.pool	ITEM	13	"The sound was near.
The distance was real.
But that moment can’t be saved."
sa	outcome.timeup.hard.pool	ITEM	14	"You were closing in.
Only time wasn’t."
sa	outcome.timeup.hard.pool	ITEM	15	"The world held to its rules.
You touched the edge of them."
sa	outcome.timeup.hard.pool	ITEM	16	"You didn’t reach the treasure. 
But the signal was real."
sa	outcome.timeup.hard.pool	ITEM	17	"Nothing changed.
Only your position did."
sa	outcome.timeup.hard.pool	ITEM	18	"It wasn’t luck.
Alignment."
sa	outcome.timeup.hard.pool	ITEM	19	"The moment slipped away,
but the record stayed."
sa	outcome.timeup.hard.pool	ITEM	20	"You crossed fragile ground
and left the horizon unbroken."
sa	outcome.timeup.hard.pool	ITEM	21	"Nothing changed.
 Only your position did.
Not luck.
Alignment.
The moment passed.
The record remains."
sa	outcome.timeup.hard.pool	ITEM	22	"The sun sank,
and shadow covered the world once again."
sa	outcome.timeup.hard.pool	ITEM	23	"The last grains of sand fell,
and the story quietly came to a close."
sa	outcome.timeup.hard.pool	ITEM	24	"The wind swept through,
and the footprints vanished without a trace."
sa	outcome.timeup.hard.pool	ITEM	25	"The tide came in,
What once had been there returned to the sea."
sa	outcome.timeup.hard.pool	ITEM	26	"Silence.
Only time passed through."
sa	outcome.timeup.hard.pool	ITEM	27	"Victory and defeat 
are nothing more than grains of sand."
sa	outcome.timeup.hard.pool	ITEM	28	"The road goes on—or it ends.
Either way, it lies on the same earth."
sa	outcome.timeup.hard.pool	ITEM	29	"The season closed.
The land remained."
sa	outcome.timeup.hard.pool	ITEM	30	"The path The path remains.
Only your steps stopped."
sa	outcome.timeup.hard.pool	ITEM	31	"Your time ran out.
The sky didn’t."
sa	outcome.timeup.hard.pool	ITEM	32	"It wasn’t rejection.
Only silence."
sa	outcome.timeup.hard.pool	ITEM	33	"The world is still intact.
You can return—changed."
sa	outcome.timeup.hard.pool	ITEM	34	"The season ended.
The forest remains."
sa	outcome.timeup.hard.pool	ITEM	35	"The distance was closing.
Time kept its rhythm."
sa	outcome.timeup.hard.pool	ITEM	36	"Your time came to a halt.
The sky kept moving."
sa	outcome.timeup.hard.pool	ITEM	37	"Not rejection
Just silence."
sa	outcome.timeup.hard.pool	ITEM	38	"The path is still here.
You can come back—changed."
