lang	pool	kind	meta	value
sa	outcome.success.easy.pool	ENGLISH_LIKE	16	"Victory and defeat 
are nothing more than grains of sand."
sa	outcome.success.easy.pool	DEVANAGARI_MISSING	17	"The road goes on—or it ends.
Either way, it lies on the same earth."
sa	outcome.success.easy.pool	ENGLISH_LIKE	17	"The road goes on—or it ends.
Either way, it lies on the same earth."
sa	outcome.success.normal.pool	COUNT	35	35
sa	outcome.success.normal.pool	DEVANAGARI_MISSING	1	"The distance has found its meaning.
Time has rewarded your journey."
sa	outcome.success.normal.pool	ENGLISH_LIKE	1	"The distance has found its meaning.
Time has rewarded your journey."
sa	outcome.success.normal.pool	DEVANAGARI_MISSING	2	"The time is up.
but the rest is far from over."
sa	outcome.success.normal.pool	ENGLISH_LIKE	2	"The time is up.
but the rest is far from over."
sa	outcome.success.normal.pool	DEVANAGARI_MISSING	3	"The axis is found.
the world has cased its motion."
sa	outcome.success.normal.pool	ENGLISH_LIKE	3	"The axis is found.
the world has cased its motion."
sa	outcome.success.normal.pool	DEVANAGARI_MISSING	4	"The glass held its breath,
and you held your ground."
sa	outcome.success.normal.pool	ENGLISH_LIKE	4	"The glass held its breath,
and you held your ground."
sa	outcome.success.normal.pool	DEVANAGARI_MISSING	5	"Under the stillness of the sky,
your spirit did not waver."
sa	outcome.success.normal.pool	ENGLISH_LIKE	5	"Under the stillness of the sky,
your spirit did not waver."
sa	outcome.success.normal.pool	DEVANAGARI_MISSING	6	"Few things shine forever.
but this moment was radiant."
sa	outcome.success.normal.pool	ENGLISH_LIKE	6	"Few things shine forever.
but this moment was radiant."
sa	outcome.success.normal.pool	DEVANAGARI_MISSING	7	"You traversed the fragile earth,
without losing the view."
sa	outcome.success.normal.pool	ENGLISH_LIKE	7	"You traversed the fragile earth,
without losing the view."
sa	outcome.success.normal.pool	DEVANAGARI_MISSING	8	"The moment has passed.
The legacy remains."
sa	outcome.success.normal.pool	ENGLISH_LIKE	8	"The moment has passed.
The legacy remains."
sa	outcome.success.normal.pool	DEVANAGARI_MISSING	9	"Luck fades fast.
order endures."
sa	outcome.success.normal.pool	ENGLISH_LIKE	9	"Luck fades fast.
order endures."
sa	outcome.success.normal.pool	DEVANAGARI_MISSING	10	"The sky knows no pause in endless circle,
nor shall you find yours."
sa	outcome.success.normal.pool	ENGLISH_LIKE	10	"The sky knows no pause in endless circle,
nor shall you find yours."
sa	outcome.success.normal.pool	DEVANAGARI_MISSING	11	"The center has been reached.
The world stood still."
sa	outcome.success.normal.pool	ENGLISH_LIKE	11	"The center has been reached.
The world stood still."
sa	outcome.success.normal.pool	DEVANAGARI_MISSING	12	"Finally here.
The truth remains unyielding."
sa	outcome.success.normal.pool	ENGLISH_LIKE	12	"Finally here.
The truth remains unyielding."
sa	outcome.success.normal.pool	DEVANAGARI_MISSING	13	"You have seen it through.
And mark this: it was you, and no one else, who chose this path."
sa	outcome.success.normal.pool	ENGLISH_LIKE	13	"You have seen it through.
And mark this: it was you, and no one else, who chose this path."
sa	outcome.success.normal.pool	DEVANAGARI_MISSING	14	"Time drifted into silence,
finding its place in the recesses of the mind."
sa	outcome.success.normal.pool	ENGLISH_LIKE	14	"Time drifted into silence,
finding its place in the recesses of the mind."
sa	outcome.success.normal.pool	DEVANAGARI_MISSING	15	"As the sky transformed,
the tale found its final resolved."
sa	outcome.success.normal.pool	ENGLISH_LIKE	15	"As the sky transformed,
the tale found its final resolved."
sa	outcome.success.normal.pool	DEVANAGARI_MISSING	16	"The waters fell calm,
and the sky once more veiled its abyss."
sa	outcome.success.normal.pool	ENGLISH_LIKE	16	"The waters fell calm,
and the sky once more veiled its abyss."
sa	outcome.success.normal.pool	DEVANAGARI_MISSING	17	"The footsteps ceased,
only the place remained."
sa	outcome.success.normal.pool	ENGLISH_LIKE	17	"The footsteps ceased,
only the place remained."
sa	outcome.success.normal.pool	DEVANAGARI_MISSING	18	"Light fell evenly, ,
and every shadow vanished."
sa	outcome.success.normal.pool	ENGLISH_LIKE	18	"Light fell evenly, ,
and every shadow vanished."
sa	outcome.success.normal.pool	DEVANAGARI_MISSING	19	"The wind fell silent.
and everything returned to where it belonged."
sa	outcome.success.normal.pool	ENGLISH_LIKE	19	"The wind fell silent.
and everything returned to where it belonged."
sa	outcome.success.normal.pool	DEVANAGARI_MISSING	20	"A moment of silence.
The world steadied its breath."
sa	outcome.success.normal.pool	ENGLISH_LIKE	20	"A moment of silence.
The world steadied its breath."
sa	outcome.success.normal.pool	DEVANAGARI_MISSING	21	"The record is etched deep in the sand—
beyond the reach of the wind."
sa	outcome.success.normal.pool	ENGLISH_LIKE	21	"The record is etched deep in the sand—
beyond the reach of the wind."
sa	outcome.success.normal.pool	DEVANAGARI_MISSING	22	"Harmony was restored.
Everything had been for this moment."
sa	outcome.success.normal.pool	ENGLISH_LIKE	22	"Harmony was restored.
Everything had been for this moment."
sa	outcome.success.normal.pool	DEVANAGARI_MISSING	23	"RUN COMPLETE.
Clear. Found it.
That's enough."
sa	outcome.success.normal.pool	ENGLISH_LIKE	23	"RUN COMPLETE.
Clear. Found it.
That's enough."
sa	outcome.success.normal.pool	DEVANAGARI_MISSING	24	"RUN COMPLETE.
The path held.
So did you."
sa	outcome.success.normal.pool	ENGLISH_LIKE	24	"RUN COMPLETE.
The path held.
So did you."
sa	outcome.success.normal.pool	DEVANAGARI_MISSING	25	"The sky has kept moving.
So can you."
sa	outcome.success.normal.pool	ENGLISH_LIKE	25	"The sky has kept moving.
So can you."
sa	outcome.success.normal.pool	DEVANAGARI_MISSING	26	"RUN COMPLETE.
A quiet result.
The weight of real work."
sa	outcome.success.normal.pool	ENGLISH_LIKE	26	"RUN COMPLETE.
A quiet result.
The weight of real work."
sa	outcome.success.normal.pool	DEVANAGARI_MISSING	27	"You only walked the path
the world had laid out for you."
sa	outcome.success.normal.pool	ENGLISH_LIKE	27	"You only walked the path
the world had laid out for you."
sa	outcome.success.normal.pool	DEVANAGARI_MISSING	28	"The ground didn’t give way.
It trusted your steps."
sa	outcome.success.normal.pool	ENGLISH_LIKE	28	"The ground didn’t give way.
It trusted your steps."
sa	outcome.success.normal.pool	DEVANAGARI_MISSING	29	"This moment aligned
with the stars’ ancient rhythm."
sa	outcome.success.normal.pool	ENGLISH_LIKE	29	"This moment aligned
with the stars’ ancient rhythm."
sa	outcome.success.normal.pool	DEVANAGARI_MISSING	30	"You didn’t take anything.
 You understood something."
sa	outcome.success.normal.pool	ENGLISH_LIKE	30	"You didn’t take anything.
 You understood something."
sa	outcome.success.normal.pool	DEVANAGARI_MISSING	31	"You didn’t gain a thing.
You only saw the truth for what it was."
sa	outcome.success.normal.pool	ENGLISH_LIKE	31	"You didn’t gain a thing.
You only saw the truth for what it was."
sa	outcome.success.normal.pool	DEVANAGARI_MISSING	32	"You didn’t take this place.
You belonged here."
sa	outcome.success.normal.pool	ENGLISH_LIKE	32	"You didn’t take this place.
You belonged here."
sa	outcome.success.normal.pool	DEVANAGARI_MISSING	33	"You walked a road
older than memory itself."
sa	outcome.success.normal.pool	ENGLISH_LIKE	33	"You walked a road
older than memory itself."
sa	outcome.success.normal.pool	DEVANAGARI_MISSING	34	"The earth did not resist.
It recognized you."
sa	outcome.success.normal.pool	ENGLISH_LIKE	34	"The earth did not resist.
It recognized you."
sa	outcome.success.normal.pool	DEVANAGARI_MISSING	35	"This moment aligned
 with the stillness of the stars."
sa	outcome.success.normal.pool	ENGLISH_LIKE	35	"This moment aligned
 with the stillness of the stars."
sa	outcome.success.hard.pool	COUNT	32	32
sa	outcome.success.hard.pool	DEVANAGARI_MISSING	1	"In the north wind,
clarity outlasts speed."
sa	outcome.success.hard.pool	ENGLISH_LIKE	1	"In the north wind,
clarity outlasts speed."
sa	outcome.success.hard.pool	DEVANAGARI_MISSING	2	"The center was found.
 The world came to rest."
sa	outcome.success.hard.pool	ENGLISH_LIKE	2	"The center was found.
 The world came to rest."
sa	outcome.success.hard.pool	DEVANAGARI_MISSING	3	"The stars stay silent.
Your record does the speaking."
sa	outcome.success.hard.pool	ENGLISH_LIKE	3	"The stars stay silent.
Your record does the speaking."
sa	outcome.success.hard.pool	DEVANAGARI_MISSING	4	"The result  remained.
The position changed."
sa	outcome.success.hard.pool	ENGLISH_LIKE	4	"The result  remained.
The position changed."
sa	outcome.success.hard.pool	DEVANAGARI_MISSING	5	"Between ice and glass,
you chose control."
sa	outcome.success.hard.pool	ENGLISH_LIKE	5	"Between ice and glass,
you chose control."
sa	outcome.success.hard.pool	DEVANAGARI_MISSING	6	"The waves fell quiet,
and the sea reclaimed its hidden depths."
sa	outcome.success.hard.pool	ENGLISH_LIKE	6	"The waves fell quiet,
and the sea reclaimed its hidden depths."
sa	outcome.success.hard.pool	DEVANAGARI_MISSING	7	"Some treasures still await.
Next time, a different path."
sa	outcome.success.hard.pool	ENGLISH_LIKE	7	"Some treasures still await.
Next time, a different path."
sa	outcome.success.hard.pool	DEVANAGARI_MISSING	8	"The sky didn’t change.
You did."
sa	outcome.success.hard.pool	ENGLISH_LIKE	8	"The sky didn’t change.
You did."
sa	outcome.success.hard.pool	DEVANAGARI_MISSING	9	"The moment passed.
What remained was order."
sa	outcome.success.hard.pool	ENGLISH_LIKE	9	"The moment passed.
What remained was order."
sa	outcome.success.hard.pool	DEVANAGARI_MISSING	10	"Winter is honest.
So was your run."
sa	outcome.success.hard.pool	ENGLISH_LIKE	10	"Winter is honest.
So was your run."
sa	outcome.success.hard.pool	DEVANAGARI_MISSING	11	"The stars aligned for a moment.
You noticed."
sa	outcome.success.hard.pool	ENGLISH_LIKE	11	"The stars aligned for a moment.
You noticed."
sa	outcome.success.hard.pool	DEVANAGARI_MISSING	12	"The distance closed.
Time did not."
sa	outcome.success.hard.pool	ENGLISH_LIKE	12	"The distance closed.
Time did not."
sa	outcome.success.hard.pool	DEVANAGARI_MISSING	13	"The world’s rules stood firm.
 And the signal of possibility was real."
sa	outcome.success.hard.pool	ENGLISH_LIKE	13	"The world’s rules stood firm.
 And the signal of possibility was real."
sa	outcome.success.hard.pool	DEVANAGARI_MISSING	14	"The path closed quietly.
You were already through."
sa	outcome.success.hard.pool	ENGLISH_LIKE	14	"The path closed quietly.
You were already through."
sa	outcome.success.hard.pool	DEVANAGARI_MISSING	15	"Nothing changed.
Only your position did."
sa	outcome.success.hard.pool	ENGLISH_LIKE	15	"Nothing changed.
Only your position did."
sa	outcome.success.hard.pool	DEVANAGARI_MISSING	16	"Not luck.
Alignment."
sa	outcome.success.hard.pool	ENGLISH_LIKE	16	"Not luck.
Alignment."
sa	outcome.success.hard.pool	DEVANAGARI_MISSING	17	"The moment passed.
The record remains."
sa	outcome.success.hard.pool	ENGLISH_LIKE	17	"The moment passed.
The record remains."
sa	outcome.success.hard.pool	DEVANAGARI_MISSING	18	"The outcome didn’t change.
Still, you moved forward."
sa	outcome.success.hard.pool	ENGLISH_LIKE	18	"The outcome didn’t change.
Still, you moved forward."
sa	outcome.success.hard.pool	DEVANAGARI_MISSING	19	"The output didn’t change.
But you reached a new level."
sa	outcome.success.hard.pool	ENGLISH_LIKE	19	"The output didn’t change.
But you reached a new level."
sa	outcome.success.hard.pool	DEVANAGARI_MISSING	20	"The ending was the same.
But the one who reached it had changed."
sa	outcome.success.hard.pool	ENGLISH_LIKE	20	"The ending was the same.
But the one who reached it had changed."
sa	outcome.success.hard.pool	DEVANAGARI_MISSING	21	"The destination is the same
—but you’re no longer the traveler you once were."
sa	outcome.success.hard.pool	ENGLISH_LIKE	21	"The destination is the same
—but you’re no longer the traveler you once were."
sa	outcome.success.hard.pool	DEVANAGARI_MISSING	22	"Light fell evenly, ,
and every shadow vanished."
sa	outcome.success.hard.pool	ENGLISH_LIKE	22	"Light fell evenly, ,
and every shadow vanished."
sa	outcome.success.hard.pool	DEVANAGARI_MISSING	23	"The wind fell silent.
and everything returned to where it belonged."
sa	outcome.success.hard.pool	ENGLISH_LIKE	23	"The wind fell silent.
and everything returned to where it belonged."
sa	outcome.success.hard.pool	DEVANAGARI_MISSING	24	"A moment of silence.
The world steadied its breath."
sa	outcome.success.hard.pool	ENGLISH_LIKE	24	"A moment of silence.
The world steadied its breath."
sa	outcome.success.hard.pool	DEVANAGARI_MISSING	25	"The record is etched deep in the sand—
beyond the reach of the wind."
sa	outcome.success.hard.pool	ENGLISH_LIKE	25	"The record is etched deep in the sand—
beyond the reach of the wind."
sa	outcome.success.hard.pool	DEVANAGARI_MISSING	26	"Harmony was restored.
Everything had been for this moment."
sa	outcome.success.hard.pool	ENGLISH_LIKE	26	"Harmony was restored.
Everything had been for this moment."
sa	outcome.success.hard.pool	DEVANAGARI_MISSING	27	"Time slipped by in silence,
tucked away in the corners of memory."
sa	outcome.success.hard.pool	ENGLISH_LIKE	27	"Time slipped by in silence,
tucked away in the corners of memory."
sa	outcome.success.hard.pool	DEVANAGARI_MISSING	28	"The sky shifted in color,
and one story came to its end."
sa	outcome.success.hard.pool	ENGLISH_LIKE	28	"The sky shifted in color,
and one story came to its end."
sa	outcome.success.hard.pool	DEVANAGARI_MISSING	29	"The waves grew calm,
and the sea hid its depths once more."
sa	outcome.success.hard.pool	ENGLISH_LIKE	29	"The waves grew calm,
and the sea hid its depths once more."
sa	outcome.success.hard.pool	DEVANAGARI_MISSING	30	"The footsteps stopped,
and only the place remained."
sa	outcome.success.hard.pool	ENGLISH_LIKE	30	"The footsteps stopped,
and only the place remained."
sa	outcome.success.hard.pool	DEVANAGARI_MISSING	31	"Victory and defeat 
are nothing more than grains of sand."
sa	outcome.success.hard.pool	ENGLISH_LIKE	31	"Victory and defeat 
are nothing more than grains of sand."
sa	outcome.success.hard.pool	DEVANAGARI_MISSING	32	"The road goes on—or it ends.
Either way, it lies on the same earth."
sa	outcome.success.hard.pool	ENGLISH_LIKE	32	"The road goes on—or it ends.
Either way, it lies on the same earth."
sa	outcome.timeup.easy.pool	COUNT	16	16
sa	outcome.timeup.easy.pool	DEVANAGARI_MISSING	1	"Time ran out.
Nothing else did."
sa	outcome.timeup.easy.pool	ENGLISH_LIKE	1	"Time ran out.
Nothing else did."
sa	outcome.timeup.easy.pool	DEVANAGARI_MISSING	2	"The treasure can wait.
So can you."
sa	outcome.timeup.easy.pool	ENGLISH_LIKE	2	"The treasure can wait.
So can you."
sa	outcome.timeup.easy.pool	DEVANAGARI_MISSING	3	"Breathe in.
Then again."
sa	outcome.timeup.easy.pool	ENGLISH_LIKE	3	"Breathe in.
Then again."
sa	outcome.timeup.easy.pool	DEVANAGARI_MISSING	4	"That’s all for now.
On to the next step."
sa	outcome.timeup.easy.pool	ENGLISH_LIKE	4	"That’s all for now.
On to the next step."
sa	outcome.timeup.easy.pool	DEVANAGARI_MISSING	5	"You're still here.
That’s what matters."
sa	outcome.timeup.easy.pool	ENGLISH_LIKE	5	"You're still here.
That’s what matters."
sa	outcome.timeup.easy.pool	DEVANAGARI_MISSING	6	"The run ended.
You didn’t."
sa	outcome.timeup.easy.pool	ENGLISH_LIKE	6	"The run ended.
You didn’t."
sa	outcome.timeup.easy.pool	DEVANAGARI_MISSING	7	"TIME'S UP.
The run ended.
You didn't."
sa	outcome.timeup.easy.pool	ENGLISH_LIKE	7	"TIME'S UP.
The run ended.
You didn't."
sa	outcome.timeup.easy.pool	DEVANAGARI_MISSING	8	"TIME'S UP.
The rules don’t change.
Again."
sa	outcome.timeup.easy.pool	ENGLISH_LIKE	8	"TIME'S UP.
The rules don’t change.
Again."
sa	outcome.timeup.easy.pool	DEVANAGARI_MISSING	9	"TIME'S UP.
“So close” is real."
sa	outcome.timeup.easy.pool	ENGLISH_LIKE	9	"TIME'S UP.
“So close” is real."
sa	outcome.timeup.easy.pool	DEVANAGARI_MISSING	10	"The sun sank,
and shadow covered the world once again."
sa	outcome.timeup.easy.pool	ENGLISH_LIKE	10	"The sun sank,
and shadow covered the world once again."
sa	outcome.timeup.easy.pool	DEVANAGARI_MISSING	11	"The last grains of sand fell,
and the story quietly came to a close."
sa	outcome.timeup.easy.pool	ENGLISH_LIKE	11	"The last grains of sand fell,
and the story quietly came to a close."
sa	outcome.timeup.easy.pool	DEVANAGARI_MISSING	12	"The wind swept through,
and the footprints vanished without a trace."
sa	outcome.timeup.easy.pool	ENGLISH_LIKE	12	"The wind swept through,
and the footprints vanished without a trace."
sa	outcome.timeup.easy.pool	DEVANAGARI_MISSING	13	"The tide came in,
What once had been there returned to the sea."
sa	outcome.timeup.easy.pool	ENGLISH_LIKE	13	"The tide came in,
What once had been there returned to the sea."
sa	outcome.timeup.easy.pool	DEVANAGARI_MISSING	14	"Silence.
Only time passed through."
sa	outcome.timeup.easy.pool	ENGLISH_LIKE	14	"Silence.
Only time passed through."
sa	outcome.timeup.easy.pool	DEVANAGARI_MISSING	15	"Victory and defeat 
are nothing more than grains of sand."
sa	outcome.timeup.easy.pool	ENGLISH_LIKE	15	"Victory and defeat 
are nothing more than grains of sand."
sa	outcome.timeup.easy.pool	DEVANAGARI_MISSING	16	"The road goes on—or it ends.
Either way, it lies on the same earth."
sa	outcome.timeup.easy.pool	ENGLISH_LIKE	16	"The road goes on—or it ends.
Either way, it lies on the same earth."
sa	outcome.timeup.normal.pool	COUNT	20	20
sa	outcome.timeup.normal.pool	DEVANAGARI_MISSING	1	"The distance closed.
Time did not."
sa	outcome.timeup.normal.pool	ENGLISH_LIKE	1	"The distance closed.
Time did not."
sa	outcome.timeup.normal.pool	DEVANAGARI_MISSING	2	"The world kept its rules.
You touched the edge."
sa	outcome.timeup.normal.pool	ENGLISH_LIKE	2	"The world kept its rules.
You touched the edge."
sa	outcome.timeup.normal.pool	DEVANAGARI_MISSING	3	"You didn’t make it.
But the signal was real."
sa	outcome.timeup.normal.pool	ENGLISH_LIKE	3	"You didn’t make it.
But the signal was real."
sa	outcome.timeup.normal.pool	DEVANAGARI_MISSING	4	"Some treasures still await.
Let’s try a different path."
sa	outcome.timeup.normal.pool	ENGLISH_LIKE	4	"Some treasures still await.
Let’s try a different path."
sa	outcome.timeup.normal.pool	DEVANAGARI_MISSING	5	"The result remained.
The position changed."
sa	outcome.timeup.normal.pool	ENGLISH_LIKE	5	"The result remained.
The position changed."
sa	outcome.timeup.normal.pool	DEVANAGARI_MISSING	6	"Time ran out.
Meaning didn't."
sa	outcome.timeup.normal.pool	ENGLISH_LIKE	6	"Time ran out.
Meaning didn't."
sa	outcome.timeup.normal.pool	DEVANAGARI_MISSING	7	"So close.
The sound said so."
sa	outcome.timeup.normal.pool	ENGLISH_LIKE	7	"So close.
The sound said so."
sa	outcome.timeup.normal.pool	DEVANAGARI_MISSING	8	"The map is still open.
Come back to it."
sa	outcome.timeup.normal.pool	ENGLISH_LIKE	8	"The map is still open.
Come back to it."
sa	outcome.timeup.normal.pool	DEVANAGARI_MISSING	9	"The world’s rules stood firm.
The signal of possibility was real."
sa	outcome.timeup.normal.pool	ENGLISH_LIKE	9	"The world’s rules stood firm.
The signal of possibility was real."
sa	outcome.timeup.normal.pool	DEVANAGARI_MISSING	10	The world kept its rules.
sa	outcome.timeup.normal.pool	ENGLISH_LIKE	10	The world kept its rules.
sa	outcome.timeup.normal.pool	DEVANAGARI_MISSING	11	"The moment passed.
The record remains."
sa	outcome.timeup.normal.pool	ENGLISH_LIKE	11	"The moment passed.
The record remains."
sa	outcome.timeup.normal.pool	DEVANAGARI_MISSING	12	"The sun sank,
and shadow covered the world once again."
sa	outcome.timeup.normal.pool	ENGLISH_LIKE	12	"The sun sank,
and shadow covered the world once again."
sa	outcome.timeup.normal.pool	DEVANAGARI_MISSING	13	"The last grains of sand fell,
and the story quietly came to a close."
sa	outcome.timeup.normal.pool	ENGLISH_LIKE	13	"The last grains of sand fell,
and the story quietly came to a close."
sa	outcome.timeup.normal.pool	DEVANAGARI_MISSING	14	"The wind swept through,
and the footprints vanished without a trace."
sa	outcome.timeup.normal.pool	ENGLISH_LIKE	14	"The wind swept through,
and the footprints vanished without a trace."
sa	outcome.timeup.normal.pool	DEVANAGARI_MISSING	15	"The tide came in,
What once had been there returned to the sea."
sa	outcome.timeup.normal.pool	ENGLISH_LIKE	15	"The tide came in,
What once had been there returned to the sea."
sa	outcome.timeup.normal.pool	DEVANAGARI_MISSING	16	"Silence.
Only time passed through."
sa	outcome.timeup.normal.pool	ENGLISH_LIKE	16	"Silence.
Only time passed through."
sa	outcome.timeup.normal.pool	DEVANAGARI_MISSING	17	"Victory and defeat 
are nothing more than grains of sand."
sa	outcome.timeup.normal.pool	ENGLISH_LIKE	17	"Victory and defeat 
are nothing more than grains of sand."
sa	outcome.timeup.normal.pool	DEVANAGARI_MISSING	18	"The road goes on—or it ends.
Either way, it lies on the same earth."
sa	outcome.timeup.normal.pool	ENGLISH_LIKE	18	"The road goes on—or it ends.
Either way, it lies on the same earth."
sa	outcome.timeup.normal.pool	DEVANAGARI_MISSING	19	"> Time ran out.
> 
> Nothing else did."
sa	outcome.timeup.normal.pool	ENGLISH_LIKE	19	"> Time ran out.
> 
> Nothing else did."
sa	outcome.timeup.normal.pool	DEVANAGARI_MISSING	20	"> The outcome didn’t change.
> 
> But your position did."
sa	outcome.timeup.normal.pool	ENGLISH_LIKE	20	"> The outcome didn’t change.
> 
> But your position did."
sa	outcome.timeup.hard.pool	COUNT	38	38
sa	outcome.timeup.hard.pool	DEVANAGARI_MISSING	1	"Even the aurora fades.
Come back with a new stride."
sa	outcome.timeup.hard.pool	ENGLISH_LIKE	1	"Even the aurora fades.
Come back with a new stride."
sa	outcome.timeup.hard.pool	DEVANAGARI_MISSING	2	"In a fragile world,
haste shatters clarity before it can be found."
sa	outcome.timeup.hard.pool	ENGLISH_LIKE	2	"In a fragile world,
haste shatters clarity before it can be found."
sa	outcome.timeup.hard.pool	DEVANAGARI_MISSING	3	"The moment slipped away.
The meaning did not."
sa	outcome.timeup.hard.pool	ENGLISH_LIKE	3	"The moment slipped away.
The meaning did not."
sa	outcome.timeup.hard.pool	DEVANAGARI_MISSING	4	"Winter is patient.
Be the same."
sa	outcome.timeup.hard.pool	ENGLISH_LIKE	4	"Winter is patient.
Be the same."
sa	outcome.timeup.hard.pool	DEVANAGARI_MISSING	5	"The sky kept moving.
So will you."
sa	outcome.timeup.hard.pool	ENGLISH_LIKE	5	"The sky kept moving.
So will you."
sa	outcome.timeup.hard.pool	DEVANAGARI_MISSING	6	"The story moves on.
The end is not yet."
sa	outcome.timeup.hard.pool	ENGLISH_LIKE	6	"The story moves on.
The end is not yet."
sa	outcome.timeup.hard.pool	DEVANAGARI_MISSING	7	"The stars were there, watching.
Again."
sa	outcome.timeup.hard.pool	ENGLISH_LIKE	7	"The stars were there, watching.
Again."
sa	outcome.timeup.hard.pool	DEVANAGARI_MISSING	8	"Ice takes its time.
Neither do you."
sa	outcome.timeup.hard.pool	ENGLISH_LIKE	8	"Ice takes its time.
Neither do you."
sa	outcome.timeup.hard.pool	DEVANAGARI_MISSING	9	"The sky kept moving.
So can you."
sa	outcome.timeup.hard.pool	ENGLISH_LIKE	9	"The sky kept moving.
So can you."
sa	outcome.timeup.hard.pool	DEVANAGARI_MISSING	10	"The north has learned to wait.
So should you."
sa	outcome.timeup.hard.pool	ENGLISH_LIKE	10	"The north has learned to wait.
So should you."
sa	outcome.timeup.hard.pool	DEVANAGARI_MISSING	11	"This is an interlude
—It’s not over."
sa	outcome.timeup.hard.pool	ENGLISH_LIKE	11	"This is an interlude
—It’s not over."
sa	outcome.timeup.hard.pool	DEVANAGARI_MISSING	12	"Like drifting clouds,
don’t lose your flow—like a river."
sa	outcome.timeup.hard.pool	ENGLISH_LIKE	12	"Like drifting clouds,
don’t lose your flow—like a river."
sa	outcome.timeup.hard.pool	DEVANAGARI_MISSING	13	"The sound was near.
The distance was real.
But that moment can’t be saved."
sa	outcome.timeup.hard.pool	ENGLISH_LIKE	13	"The sound was near.
The distance was real.
But that moment can’t be saved."
sa	outcome.timeup.hard.pool	DEVANAGARI_MISSING	14	"You were closing in.
Only time wasn’t."
sa	outcome.timeup.hard.pool	ENGLISH_LIKE	14	"You were closing in.
Only time wasn’t."
sa	outcome.timeup.hard.pool	DEVANAGARI_MISSING	15	"The world held to its rules.
You touched the edge of them."
sa	outcome.timeup.hard.pool	ENGLISH_LIKE	15	"The world held to its rules.
You touched the edge of them."
sa	outcome.timeup.hard.pool	DEVANAGARI_MISSING	16	"You didn’t reach the treasure. 
But the signal was real."
sa	outcome.timeup.hard.pool	ENGLISH_LIKE	16	"You didn’t reach the treasure. 
But the signal was real."
