lang	pool	kind	meta	value
ru	outcome.timeup.easy.pool	COUNT	16	16
ru	outcome.timeup.easy.pool	ITEM	1	"Time ran out.
Nothing else did."
ru	outcome.timeup.easy.pool	ITEM	2	"The treasure can wait.
So can you."
ru	outcome.timeup.easy.pool	ITEM	3	"Breathe in.
Then again."
ru	outcome.timeup.easy.pool	ITEM	4	"That’s all for now.
On to the next step."
ru	outcome.timeup.easy.pool	ITEM	5	"You're still here.
That’s what matters."
ru	outcome.timeup.easy.pool	ITEM	6	"The run ended.
You didn’t."
ru	outcome.timeup.easy.pool	ITEM	7	"TIME'S UP.
The run ended.
You didn't."
ru	outcome.timeup.easy.pool	ITEM	8	"TIME'S UP.
The rules don’t change.
Again."
ru	outcome.timeup.easy.pool	ITEM	9	"TIME'S UP.
“So close” is real."
ru	outcome.timeup.easy.pool	ITEM	10	"The sun sank,
and shadow covered the world once again."
ru	outcome.timeup.easy.pool	ITEM	11	"The last grains of sand fell,
and the story quietly came to a close."
ru	outcome.timeup.easy.pool	ITEM	12	"The wind swept through,
and the footprints vanished without a trace."
ru	outcome.timeup.easy.pool	ITEM	13	"The tide came in,
What once had been there returned to the sea."
ru	outcome.timeup.easy.pool	ITEM	14	"Silence.
Only time passed through."
ru	outcome.timeup.easy.pool	ITEM	15	"Victory and defeat 
are nothing more than grains of sand."
ru	outcome.timeup.easy.pool	ITEM	16	"The road goes on—or it ends.
Either way, it lies on the same earth."
ru	outcome.timeup.normal.pool	COUNT	20	20
ru	outcome.timeup.normal.pool	ITEM	1	"The distance closed.
Time did not."
ru	outcome.timeup.normal.pool	ITEM	2	"The world kept its rules.
You touched the edge."
ru	outcome.timeup.normal.pool	ITEM	3	"You didn’t make it.
But the signal was real."
ru	outcome.timeup.normal.pool	ITEM	4	"Some treasures still await.
Let’s try a different path."
ru	outcome.timeup.normal.pool	ITEM	5	"The result remained.
The position changed."
ru	outcome.timeup.normal.pool	ITEM	6	"Time ran out.
Meaning didn't."
ru	outcome.timeup.normal.pool	ITEM	7	"So close.
The sound said so."
ru	outcome.timeup.normal.pool	ITEM	8	"The map is still open.
Come back to it."
ru	outcome.timeup.normal.pool	ITEM	9	"The world’s rules stood firm.
The signal of possibility was real."
ru	outcome.timeup.normal.pool	ITEM	10	The world kept its rules.
ru	outcome.timeup.normal.pool	ITEM	11	"The moment passed.
The record remains."
ru	outcome.timeup.normal.pool	ITEM	12	"The sun sank,
and shadow covered the world once again."
ru	outcome.timeup.normal.pool	ITEM	13	"The last grains of sand fell,
and the story quietly came to a close."
ru	outcome.timeup.normal.pool	ITEM	14	"The wind swept through,
and the footprints vanished without a trace."
ru	outcome.timeup.normal.pool	ITEM	15	"The tide came in,
What once had been there returned to the sea."
ru	outcome.timeup.normal.pool	ITEM	16	"Silence.
Only time passed through."
ru	outcome.timeup.normal.pool	ITEM	17	"Victory and defeat 
are nothing more than grains of sand."
ru	outcome.timeup.normal.pool	ITEM	18	"The road goes on—or it ends.
Either way, it lies on the same earth."
ru	outcome.timeup.normal.pool	ITEM	19	"> Time ran out.
> 
> Nothing else did."
ru	outcome.timeup.normal.pool	ITEM	20	"> The outcome didn’t change.
> 
> But your position did."
ru	outcome.timeup.hard.pool	COUNT	38	38
ru	outcome.timeup.hard.pool	ITEM	1	"Even the aurora fades.
Come back with a new stride."
ru	outcome.timeup.hard.pool	ITEM	2	"In a fragile world,
haste shatters clarity before it can be found."
ru	outcome.timeup.hard.pool	ITEM	3	"The moment slipped away.
The meaning did not."
ru	outcome.timeup.hard.pool	ITEM	4	"Winter is patient.
Be the same."
ru	outcome.timeup.hard.pool	ITEM	5	"The sky kept moving.
So will you."
ru	outcome.timeup.hard.pool	ITEM	6	"The story moves on.
The end is not yet."
ru	outcome.timeup.hard.pool	ITEM	7	"The stars were there, watching.
Again."
ru	outcome.timeup.hard.pool	ITEM	8	"Ice takes its time.
Neither do you."
ru	outcome.timeup.hard.pool	ITEM	9	"The sky kept moving.
So can you."
ru	outcome.timeup.hard.pool	ITEM	10	"The north has learned to wait.
So should you."
ru	outcome.timeup.hard.pool	ITEM	11	"This is an interlude
—It’s not over."
ru	outcome.timeup.hard.pool	ITEM	12	"Like drifting clouds,
don’t lose your flow—like a river."
ru	outcome.timeup.hard.pool	ITEM	13	"The sound was near.
The distance was real.
But that moment can’t be saved."
ru	outcome.timeup.hard.pool	ITEM	14	"You were closing in.
Only time wasn’t."
ru	outcome.timeup.hard.pool	ITEM	15	"The world held to its rules.
You touched the edge of them."
ru	outcome.timeup.hard.pool	ITEM	16	"You didn’t reach the treasure. 
But the signal was real."
ru	outcome.timeup.hard.pool	ITEM	17	"Nothing changed.
Only your position did."
ru	outcome.timeup.hard.pool	ITEM	18	"It wasn’t luck.
Alignment."
ru	outcome.timeup.hard.pool	ITEM	19	"The moment slipped away,
but the record stayed."
ru	outcome.timeup.hard.pool	ITEM	20	"You crossed fragile ground
and left the horizon unbroken."
ru	outcome.timeup.hard.pool	ITEM	21	"Nothing changed.
 Only your position did.
Not luck.
Alignment.
The moment passed.
The record remains."
ru	outcome.timeup.hard.pool	ITEM	22	"The sun sank,
and shadow covered the world once again."
ru	outcome.timeup.hard.pool	ITEM	23	"The last grains of sand fell,
and the story quietly came to a close."
ru	outcome.timeup.hard.pool	ITEM	24	"The wind swept through,
and the footprints vanished without a trace."
ru	outcome.timeup.hard.pool	ITEM	25	"The tide came in,
What once had been there returned to the sea."
ru	outcome.timeup.hard.pool	ITEM	26	"Silence.
Only time passed through."
ru	outcome.timeup.hard.pool	ITEM	27	"Victory and defeat 
are nothing more than grains of sand."
ru	outcome.timeup.hard.pool	ITEM	28	"The road goes on—or it ends.
Either way, it lies on the same earth."
ru	outcome.timeup.hard.pool	ITEM	29	"The season closed.
The land remained."
ru	outcome.timeup.hard.pool	ITEM	30	"The path The path remains.
Only your steps stopped."
ru	outcome.timeup.hard.pool	ITEM	31	"Your time ran out.
The sky didn’t."
ru	outcome.timeup.hard.pool	ITEM	32	"It wasn’t rejection.
Only silence."
ru	outcome.timeup.hard.pool	ITEM	33	"The world is still intact.
You can return—changed."
ru	outcome.timeup.hard.pool	ITEM	34	"The season ended.
The forest remains."
ru	outcome.timeup.hard.pool	ITEM	35	"The distance was closing.
Time kept its rhythm."
ru	outcome.timeup.hard.pool	ITEM	36	"Your time came to a halt.
The sky kept moving."
ru	outcome.timeup.hard.pool	ITEM	37	"Not rejection
Just silence."
ru	outcome.timeup.hard.pool	ITEM	38	"The path is still here.
You can come back—changed."
