lang	pool	kind	meta	value
asl_gloss	outcome.success.hard.pool	ENGLISH_LIKE	25	"The record is etched deep in the sand—
beyond the reach of the wind."
asl_gloss	outcome.success.hard.pool	ENGLISH_LIKE	26	"Harmony was restored.
Everything had been for this moment."
asl_gloss	outcome.success.hard.pool	ENGLISH_LIKE	27	"Time slipped by in silence,
tucked away in the corners of memory."
asl_gloss	outcome.success.hard.pool	ENGLISH_LIKE	28	"The sky shifted in color,
and one story came to its end."
asl_gloss	outcome.success.hard.pool	ENGLISH_LIKE	29	"The waves grew calm,
and the sea hid its depths once more."
asl_gloss	outcome.success.hard.pool	ENGLISH_LIKE	30	"The footsteps stopped,
and only the place remained."
asl_gloss	outcome.success.hard.pool	ENGLISH_LIKE	31	"Victory and defeat 
are nothing more than grains of sand."
asl_gloss	outcome.success.hard.pool	ENGLISH_LIKE	32	"The road goes on—or it ends.
Either way, it lies on the same earth."
asl_gloss	outcome.timeup.easy.pool	ENGLISH_LIKE	1	"Time ran out.
Nothing else did."
asl_gloss	outcome.timeup.easy.pool	ENGLISH_LIKE	2	"The treasure can wait.
So can you."
asl_gloss	outcome.timeup.easy.pool	ENGLISH_LIKE	3	"Breathe in.
Then again."
asl_gloss	outcome.timeup.easy.pool	ENGLISH_LIKE	4	"That’s all for now.
On to the next step."
asl_gloss	outcome.timeup.easy.pool	ENGLISH_LIKE	5	"You're still here.
That’s what matters."
asl_gloss	outcome.timeup.easy.pool	ENGLISH_LIKE	6	"The run ended.
You didn’t."
asl_gloss	outcome.timeup.easy.pool	ENGLISH_LIKE	7	"TIME'S UP.
The run ended.
You didn't."
asl_gloss	outcome.timeup.easy.pool	ENGLISH_LIKE	8	"TIME'S UP.
The rules don’t change.
Again."
asl_gloss	outcome.timeup.easy.pool	ENGLISH_LIKE	9	"TIME'S UP.
“So close” is real."
asl_gloss	outcome.timeup.easy.pool	ENGLISH_LIKE	10	"The sun sank,
and shadow covered the world once again."
asl_gloss	outcome.timeup.easy.pool	ENGLISH_LIKE	11	"The last grains of sand fell,
and the story quietly came to a close."
asl_gloss	outcome.timeup.easy.pool	ENGLISH_LIKE	12	"The wind swept through,
and the footprints vanished without a trace."
asl_gloss	outcome.timeup.easy.pool	ENGLISH_LIKE	13	"The tide came in,
What once had been there returned to the sea."
asl_gloss	outcome.timeup.easy.pool	ENGLISH_LIKE	14	"Silence.
Only time passed through."
asl_gloss	outcome.timeup.easy.pool	ENGLISH_LIKE	15	"Victory and defeat 
are nothing more than grains of sand."
asl_gloss	outcome.timeup.easy.pool	ENGLISH_LIKE	16	"The road goes on—or it ends.
Either way, it lies on the same earth."
asl_gloss	outcome.timeup.normal.pool	ENGLISH_LIKE	1	"The distance closed.
Time did not."
asl_gloss	outcome.timeup.normal.pool	ENGLISH_LIKE	2	"The world kept its rules.
You touched the edge."
asl_gloss	outcome.timeup.normal.pool	ENGLISH_LIKE	3	"You didn’t make it.
But the signal was real."
asl_gloss	outcome.timeup.normal.pool	ENGLISH_LIKE	4	"Some treasures still await.
Let’s try a different path."
asl_gloss	outcome.timeup.normal.pool	ENGLISH_LIKE	5	"The result remained.
The position changed."
asl_gloss	outcome.timeup.normal.pool	ENGLISH_LIKE	6	"Time ran out.
Meaning didn't."
asl_gloss	outcome.timeup.normal.pool	ENGLISH_LIKE	7	"So close.
The sound said so."
asl_gloss	outcome.timeup.normal.pool	ENGLISH_LIKE	8	"The map is still open.
Come back to it."
asl_gloss	outcome.timeup.normal.pool	ENGLISH_LIKE	9	"The world’s rules stood firm.
The signal of possibility was real."
asl_gloss	outcome.timeup.normal.pool	ENGLISH_LIKE	10	The world kept its rules.
asl_gloss	outcome.timeup.normal.pool	ENGLISH_LIKE	11	"The moment passed.
The record remains."
asl_gloss	outcome.timeup.normal.pool	ENGLISH_LIKE	12	"The sun sank,
and shadow covered the world once again."
asl_gloss	outcome.timeup.normal.pool	ENGLISH_LIKE	13	"The last grains of sand fell,
and the story quietly came to a close."
asl_gloss	outcome.timeup.normal.pool	ENGLISH_LIKE	14	"The wind swept through,
and the footprints vanished without a trace."
asl_gloss	outcome.timeup.normal.pool	ENGLISH_LIKE	15	"The tide came in,
What once had been there returned to the sea."
asl_gloss	outcome.timeup.normal.pool	ENGLISH_LIKE	16	"Silence.
Only time passed through."
asl_gloss	outcome.timeup.normal.pool	ENGLISH_LIKE	17	"Victory and defeat 
are nothing more than grains of sand."
asl_gloss	outcome.timeup.normal.pool	ENGLISH_LIKE	18	"The road goes on—or it ends.
Either way, it lies on the same earth."
asl_gloss	outcome.timeup.normal.pool	ENGLISH_LIKE	19	"> Time ran out.
> 
> Nothing else did."
asl_gloss	outcome.timeup.normal.pool	ENGLISH_LIKE	20	"> The outcome didn’t change.
> 
> But your position did."
asl_gloss	outcome.timeup.hard.pool	ENGLISH_LIKE	1	"Even the aurora fades.
Come back with a new stride."
asl_gloss	outcome.timeup.hard.pool	ENGLISH_LIKE	2	"In a fragile world,
haste shatters clarity before it can be found."
asl_gloss	outcome.timeup.hard.pool	ENGLISH_LIKE	3	"The moment slipped away.
The meaning did not."
asl_gloss	outcome.timeup.hard.pool	ENGLISH_LIKE	4	"Winter is patient.
Be the same."
asl_gloss	outcome.timeup.hard.pool	ENGLISH_LIKE	5	"The sky kept moving.
So will you."
asl_gloss	outcome.timeup.hard.pool	ENGLISH_LIKE	6	"The story moves on.
The end is not yet."
asl_gloss	outcome.timeup.hard.pool	ENGLISH_LIKE	7	"The stars were there, watching.
Again."
asl_gloss	outcome.timeup.hard.pool	ENGLISH_LIKE	8	"Ice takes its time.
Neither do you."
asl_gloss	outcome.timeup.hard.pool	ENGLISH_LIKE	9	"The sky kept moving.
So can you."
asl_gloss	outcome.timeup.hard.pool	ENGLISH_LIKE	10	"The north has learned to wait.
So should you."
asl_gloss	outcome.timeup.hard.pool	ENGLISH_LIKE	12	"Like drifting clouds,
don’t lose your flow—like a river."
asl_gloss	outcome.timeup.hard.pool	ENGLISH_LIKE	13	"The sound was near.
The distance was real.
But that moment can’t be saved."
asl_gloss	outcome.timeup.hard.pool	ENGLISH_LIKE	14	"You were closing in.
Only time wasn’t."
asl_gloss	outcome.timeup.hard.pool	ENGLISH_LIKE	15	"The world held to its rules.
You touched the edge of them."
asl_gloss	outcome.timeup.hard.pool	ENGLISH_LIKE	16	"You didn’t reach the treasure. 
But the signal was real."
asl_gloss	outcome.timeup.hard.pool	ENGLISH_LIKE	17	"Nothing changed.
Only your position did."
asl_gloss	outcome.timeup.hard.pool	ENGLISH_LIKE	19	"The moment slipped away,
but the record stayed."
asl_gloss	outcome.timeup.hard.pool	ENGLISH_LIKE	20	"You crossed fragile ground
and left the horizon unbroken."
asl_gloss	outcome.timeup.hard.pool	ENGLISH_LIKE	21	"Nothing changed.
 Only your position did.
Not luck.
Alignment.
The moment passed.
The record remains."
asl_gloss	outcome.timeup.hard.pool	ENGLISH_LIKE	22	"The sun sank,
and shadow covered the world once again."
asl_gloss	outcome.timeup.hard.pool	ENGLISH_LIKE	23	"The last grains of sand fell,
and the story quietly came to a close."
asl_gloss	outcome.timeup.hard.pool	ENGLISH_LIKE	24	"The wind swept through,
and the footprints vanished without a trace."
asl_gloss	outcome.timeup.hard.pool	ENGLISH_LIKE	25	"The tide came in,
What once had been there returned to the sea."
asl_gloss	outcome.timeup.hard.pool	ENGLISH_LIKE	26	"Silence.
Only time passed through."
asl_gloss	outcome.timeup.hard.pool	ENGLISH_LIKE	27	"Victory and defeat 
are nothing more than grains of sand."
asl_gloss	outcome.timeup.hard.pool	ENGLISH_LIKE	28	"The road goes on—or it ends.
Either way, it lies on the same earth."
asl_gloss	outcome.timeup.hard.pool	ENGLISH_LIKE	29	"The season closed.
The land remained."
asl_gloss	outcome.timeup.hard.pool	ENGLISH_LIKE	30	"The path The path remains.
Only your steps stopped."
asl_gloss	outcome.timeup.hard.pool	ENGLISH_LIKE	31	"Your time ran out.
The sky didn’t."
asl_gloss	outcome.timeup.hard.pool	ENGLISH_LIKE	32	"It wasn’t rejection.
Only silence."
asl_gloss	outcome.timeup.hard.pool	ENGLISH_LIKE	33	"The world is still intact.
You can return—changed."
asl_gloss	outcome.timeup.hard.pool	ENGLISH_LIKE	34	"The season ended.
The forest remains."
asl_gloss	outcome.timeup.hard.pool	ENGLISH_LIKE	35	"The distance was closing.
Time kept its rhythm."
asl_gloss	outcome.timeup.hard.pool	ENGLISH_LIKE	36	"Your time came to a halt.
The sky kept moving."
asl_gloss	outcome.timeup.hard.pool	ENGLISH_LIKE	37	"Not rejection
Just silence."
asl_gloss	outcome.timeup.hard.pool	ENGLISH_LIKE	38	"The path is still here.
You can come back—changed."
de	outcome.success.easy.pool	ASCII_LIKE	1	"Du hast es geschafft.
Die Wahrheit bleibt bestehen."
de	outcome.success.easy.pool	ASCII_LIKE	2	"Auch ein kleiner Schritt zählt,
und du hast standgehalten."
de	outcome.success.easy.pool	ASCII_LIKE	3	"Du hast hingehört.
Der Weg hat sich geöffnet."
de	outcome.success.easy.pool	ASCII_LIKE	4	"> Du bist hier angekommen.
> 
> Die Regeln waren einfach —
> 
> doch entschieden hast du selbst."
de	outcome.success.easy.pool	ASCII_LIKE	5	"> Entfernung bekam Bedeutung.
> 
> und die Zeit antwortete auf deine Schritte."
de	outcome.success.easy.pool	ENGLISH_LIKE	6	"> Nicht alles leuchtet für immer.
> 
> Doch dieser Moment tat es."
de	outcome.success.easy.pool	ASCII_LIKE	7	"Das Licht fiel gleichmäßig,
und jeder Schatten verschwand."
de	outcome.success.easy.pool	ENGLISH_LIKE	8	"Der Wind verstummte,
und alles kehrte an seinen angestammten Platz zurück."
de	outcome.success.easy.pool	ASCII_LIKE	9	"Ein Augenblick der Stille.
Die Welt fand zu ihrem Atem zurück."
de	outcome.success.easy.pool	ASCII_LIKE	10	"Die Spur ist tief in den Sand gezeichnet —
außer Reichweite des Windes."
de	outcome.success.easy.pool	ENGLISH_LIKE	11	"Die Harmonie kehrte zurück.
Alles lief auf diesen Moment hinaus."
de	outcome.success.easy.pool	ASCII_LIKE	12	"Die Zeit verstrich lautlos,
verwahrt in den Winkeln der Erinnerung."
de	outcome.success.easy.pool	ASCII_LIKE	13	"Der Himmel wechselte die Farbe,
und eine Geschichte fand ihr Ende."
de	outcome.success.easy.pool	ASCII_LIKE	14	"Die Wellen wurden ruhig,
und das Meer verbarg wieder seine Tiefe."
de	outcome.success.easy.pool	ASCII_LIKE	15	"Die Schritte verstummten,
und nur der Ort blieb zurück."
de	outcome.success.easy.pool	ASCII_LIKE	16	"Sieg und Niederlage
sind kaum mehr als Körner im Sand."
de	outcome.success.easy.pool	ASCII_LIKE	17	"Der Weg führt weiter — oder endet.
So oder so ruht er auf derselben Erde."
de	outcome.success.normal.pool	ASCII_LIKE	1	"Die Entfernung hat ihren Sinn gefunden.
Die Zeit hat deinen Weg beantwortet."
de	outcome.success.normal.pool	ASCII_LIKE	2	"Die Zeit ist abgelaufen.
Doch noch ist nicht alles vorbei."
de	outcome.success.normal.pool	ASCII_LIKE	3	"Die Achse ist gefunden.
Die Welt hat ihre Bewegung eingestellt."
de	outcome.success.normal.pool	ASCII_LIKE	4	"Das Glas hielt stand,
und du ebenso."
de	outcome.success.normal.pool	ASCII_LIKE	5	"Unter dem stillen Himmel
blieb dein Wille unerschüttert."
de	outcome.success.normal.pool	ENGLISH_LIKE	6	"Nur wenig leuchtet für immer.
Doch dieser Moment strahlte."
de	outcome.success.normal.pool	ASCII_LIKE	7	"Du hast den zerbrechlichen Boden durchquert,
ohne den Blick zu verlieren."
de	outcome.success.normal.pool	ASCII_LIKE	8	"Der Augenblick ist vergangen.
Doch was bleibt, bleibt."
de	outcome.success.normal.pool	ASCII_LIKE	9	"Glück vergeht schnell.
Ordnung bleibt."
de	outcome.success.normal.pool	ASCII_LIKE	10	"Der Himmel kennt keine Pause in seinem endlosen Kreis,
und auch du kanntest keine."
de	outcome.success.normal.pool	ENGLISH_LIKE	11	"Das Zentrum ist erreicht.
Die Welt stand still."
de	outcome.success.normal.pool	ASCII_LIKE	12	"Endlich hier.
Die Wahrheit bleibt unbeugsam."
de	outcome.success.normal.pool	ASCII_LIKE	13	"Du hast es bis hierher geschafft.
Und vergiss nicht: Diesen Weg hast du selbst gewählt."
de	outcome.success.normal.pool	ASCII_LIKE	14	"Die Zeit glitt in die Stille
und fand ihren Platz in den Tiefen des Geistes."
de	outcome.success.normal.pool	ASCII_LIKE	15	"Als der Himmel sich wandelte,
fand die Geschichte zu ihrem endgültigen Abschluss."
de	outcome.success.normal.pool	ENGLISH_LIKE	16	"Das Wasser wurde still,
und der Himmel verhüllte erneut seinen Abgrund."
de	outcome.success.normal.pool	ASCII_LIKE	17	"Die Schritte endeten,
und nur der Ort blieb."
de	outcome.success.normal.pool	ASCII_LIKE	18	"Das Licht fiel gleichmäßig,
und jeder Schatten verschwand."
de	outcome.success.normal.pool	ENGLISH_LIKE	19	"Der Wind verstummte,
und alles kehrte an seinen angestammten Platz zurück."
de	outcome.success.normal.pool	ASCII_LIKE	20	"Ein Augenblick der Stille.
Die Welt fand zu ihrem Atem zurück."
de	outcome.success.normal.pool	ASCII_LIKE	21	"Die Spur ist tief in den Sand gezeichnet —
außer Reichweite des Windes."
de	outcome.success.normal.pool	ENGLISH_LIKE	22	"Die Harmonie kehrte zurück.
Alles lief auf diesen Moment hinaus."
de	outcome.success.normal.pool	ASCII_LIKE	23	"LAUF BEENDET.
Geschafft. Gefunden.
Das genügt."
de	outcome.success.normal.pool	ASCII_LIKE	24	"Der Himmel trug dein Schweigen,
und der Weg trug dich weiter."
de	outcome.success.normal.pool	ASCII_LIKE	25	"Du bist hindurchgegangen,
ohne dem Zerbrechlichen nachzugeben."
de	outcome.success.normal.pool	ASCII_LIKE	26	"Was flüchtig war, wurde klar.
Was fern war, rückte nah."
de	outcome.success.normal.pool	ASCII_LIKE	27	"Die Stille blieb,
und in ihr hattest du Bestand."
de	outcome.success.normal.pool	ASCII_LIKE	28	"Der Blick blieb offen,
auch als der Boden nachgab."
de	outcome.success.normal.pool	ASCII_LIKE	29	"Nichts war leicht.
Doch du bist geblieben."
de	outcome.success.normal.pool	ASCII_LIKE	30	"Der Weg war schmal,
aber du hast ihn getragen."
de	outcome.success.normal.pool	ENGLISH_LIKE	31	"Die Welt wurde still,
und du wurdest nicht kleiner."
de	outcome.success.normal.pool	ASCII_LIKE	32	"Die Spur führte weiter,
weil du ihr gefolgt bist."
de	outcome.success.normal.pool	ASCII_LIKE	33	"Du hast das Schwanken durchschritten,
ohne den Halt zu verlieren."
de	outcome.success.normal.pool	ASCII_LIKE	34	"Am Ende blieb kein Lärm.
Nur Wahrheit."
de	outcome.success.normal.pool	ASCII_LIKE	35	"Du hast den Rand erreicht,
ohne den Mittelpunkt zu verlieren."
de	outcome.success.hard.pool	ASCII_LIKE	1	In der Kälte blieb die Klarheit bestehen.
de	outcome.success.hard.pool	ASCII_LIKE	2	"Die Luft wurde hart,
doch dein Wille nicht."
de	outcome.success.hard.pool	ASCII_LIKE	3	"Der Weg war streng,
und dennoch bist du weitergegangen."
de	outcome.success.hard.pool	ASCII_LIKE	4	"Nichts trug dich außer Entschlossenheit.
Das genügte."
de	outcome.success.hard.pool	ASCII_LIKE	5	"Das Schweigen war tief,
aber du warst tiefer."
de	outcome.success.hard.pool	ASCII_LIKE	6	"Wo alles fror,
blieb dein Kern in Bewegung."
de	outcome.success.hard.pool	ASCII_LIKE	7	"Der Blick wurde schärfer,
je kälter die Welt wurde."
de	outcome.success.hard.pool	ASCII_LIKE	8	"Du hast den Frost durchschritten,
ohne innerlich zu erstarren."
de	outcome.success.hard.pool	ASCII_LIKE	9	"Die Härte der Welt
nahm dir nicht die Richtung."
de	outcome.success.hard.pool	ASCII_LIKE	10	"Im stillen Blau der Kälte
blieb dein Weg erkennbar."
de	outcome.success.hard.pool	ASCII_LIKE	11	"Die Luft schnitt scharf,
doch du bist nicht gewichen."
de	outcome.success.hard.pool	ASCII_LIKE	12	"Es war kein Trost da.
Und trotzdem warst du da."
de	outcome.success.hard.pool	ASCII_LIKE	13	"Die Welt wurde fern,
doch du bliebst gegenwärtig."
de	outcome.success.hard.pool	ASCII_LIKE	14	"Kein Leuchten hielt ewig.
Aber du hieltst durch."
de	outcome.success.hard.pool	ASCII_LIKE	15	"Der Weg verlangte alles.
Du hast geantwortet."
de	outcome.success.hard.pool	ASCII_LIKE	16	"Unter kaltem Himmel
blieb deine Entscheidung warm."
de	outcome.success.hard.pool	ASCII_LIKE	17	"Der Frost legte sich über alles,
nicht aber über deinen Entschluss."
de	outcome.success.hard.pool	ASCII_LIKE	18	"Du bist dort weitergegangen,
wo andere gezögert hätten."
de	outcome.success.hard.pool	ASCII_LIKE	19	"Die Stille der Kälte
konnte dich nicht verschließen."
de	outcome.success.hard.pool	ASCII_LIKE	20	"Du hast den bitteren Rand erreicht,
ohne daran zu zerbrechen."
de	outcome.success.hard.pool	ASCII_LIKE	21	"Die Schritte waren schwer,
aber sie blieben deine."
de	outcome.success.hard.pool	ASCII_LIKE	22	"Selbst im Erstarren der Welt
blieb in dir Bewegung."
de	outcome.success.hard.pool	ASCII_LIKE	23	"Was hart war, blieb hart.
Doch du bliebst standhaft."
de	outcome.success.hard.pool	ASCII_LIKE	24	"Die Kälte ordnete alles.
Und du hast darin bestanden."
de	outcome.success.hard.pool	ASCII_LIKE	25	"Der Horizont war leer,
aber dein Weg nicht."
de	outcome.success.hard.pool	ASCII_LIKE	26	"Es gab keinen Überschuss,
nur Richtung."
de	outcome.success.hard.pool	ASCII_LIKE	27	"Du hast das Schwere getragen,
ohne daran stumpf zu werden."
de	outcome.success.hard.pool	ASCII_LIKE	28	"In der Ferne lag nichts Sicheres.
Und doch bist du gegangen."
de	outcome.success.hard.pool	ASCII_LIKE	29	"Der Himmel blieb kalt,
doch du bliebst klar."
de	outcome.success.hard.pool	ASCII_LIKE	30	"Wo alles spröde wurde,
blieb dein Schritt verlässlich."
de	outcome.success.hard.pool	ASCII_LIKE	31	"Der Frost nahm die Wärme,
nicht aber den Sinn."
de	outcome.success.hard.pool	ASCII_LIKE	32	"Du bist hindurchgekommen.
Nicht trotz der Härte — durch sie."
de	outcome.timeup.easy.pool	ASCII_LIKE	1	"Die Zeit lief ab.
Doch der Weg ist noch nicht verschwunden."
de	outcome.timeup.easy.pool	ASCII_LIKE	2	"Zu spät für dieses Mal.
Nicht zu spät für den nächsten Schritt."
de	outcome.timeup.easy.pool	ASCII_LIKE	3	"Der Augenblick ist vorbei.
Die Richtung bleibt."
de	outcome.timeup.easy.pool	ASCII_LIKE	4	"Die Uhr war schneller.
Du kannst es wieder versuchen."
de	outcome.timeup.easy.pool	ASCII_LIKE	5	"Die Zeit hat dich eingeholt.
Der Weg wartet trotzdem."
de	outcome.timeup.easy.pool	ASCII_LIKE	6	"Nicht diesmal.
Aber der Anfang ist noch da."
de	outcome.timeup.easy.pool	ASCII_LIKE	7	"Der Lauf endete hier.
Nicht deine Möglichkeit."
de	outcome.timeup.easy.pool	ASCII_LIKE	8	"Die Zeit wurde knapp,
und dann war sie fort."
de	outcome.timeup.easy.pool	ASCII_LIKE	9	"Es hat nicht gereicht.
Doch es war nicht umsonst."
de	outcome.timeup.easy.pool	ASCII_LIKE	10	"Die Schritte stoppten.
Die Spur bleibt sichtbar."
de	outcome.timeup.easy.pool	ASCII_LIKE	11	"Der Weg schloss sich.
Noch nicht für immer."
de	outcome.timeup.easy.pool	ASCII_LIKE	12	"Zu langsam für diesen Durchgang.
Nicht zu langsam, um weiterzulernen."
de	outcome.timeup.easy.pool	ASCII_LIKE	13	"Die Zeit ist vorbei.
Der Versuch zählt trotzdem."
de	outcome.timeup.easy.pool	ASCII_LIKE	14	"Diesmal endete es früher.
Beim nächsten Mal vielleicht nicht."
