lang	key	index	text
de	timeup.easy	10	"The sun sank,
and shadow covered the world once again."
de	timeup.easy	11	"The last grains of sand fell,
and the story quietly came to a close."
de	timeup.easy	12	"The wind swept through,
and the footprints vanished without a trace."
de	timeup.easy	13	"The tide came in,
What once had been there returned to the sea."
de	timeup.easy	14	"Silence.
Only time passed through."
de	timeup.easy	15	"Victory and defeat 
are nothing more than grains of sand."
de	timeup.easy	16	"The road goes on—or it ends.
Either way, it lies on the same earth."
de	timeup.normal	1	"The distance closed.
Time did not."
de	timeup.normal	2	"The world kept its rules.
You touched the edge."
de	timeup.normal	3	"You didn’t make it.
But the signal was real."
de	timeup.normal	4	"Some treasures still await.
Let’s try a different path."
de	timeup.normal	5	"The result remained.
The position changed."
de	timeup.normal	6	"Time ran out.
Meaning didn't."
de	timeup.normal	7	"So close.
The sound said so."
de	timeup.normal	8	"The map is still open.
Come back to it."
de	timeup.normal	9	"The world’s rules stood firm.
The signal of possibility was real."
de	timeup.normal	10	The world kept its rules.
de	timeup.normal	11	"The moment passed.
The record remains."
de	timeup.normal	12	"The sun sank,
and shadow covered the world once again."
de	timeup.normal	13	"The last grains of sand fell,
and the story quietly came to a close."
de	timeup.normal	14	"The wind swept through,
and the footprints vanished without a trace."
de	timeup.normal	15	"The tide came in,
What once had been there returned to the sea."
de	timeup.normal	16	"Silence.
Only time passed through."
de	timeup.normal	17	"Victory and defeat 
are nothing more than grains of sand."
de	timeup.normal	18	"The road goes on—or it ends.
Either way, it lies on the same earth."
de	timeup.normal	19	"> Time ran out.
> 
> Nothing else did."
de	timeup.normal	20	"> The outcome didn’t change.
> 
> But your position did."
de	timeup.hard	1	"Even the aurora fades.
Come back with a new stride."
de	timeup.hard	2	"In a fragile world,
haste shatters clarity before it can be found."
de	timeup.hard	3	"The moment slipped away.
The meaning did not."
de	timeup.hard	4	"Winter is patient.
Be the same."
de	timeup.hard	5	"The sky kept moving.
So will you."
de	timeup.hard	6	"The story moves on.
The end is not yet."
de	timeup.hard	7	"The stars were there, watching.
Again."
de	timeup.hard	8	"Ice takes its time.
Neither do you."
de	timeup.hard	9	"The sky kept moving.
So can you."
de	timeup.hard	10	"The north has learned to wait.
So should you."
de	timeup.hard	11	"This is an interlude
—It’s not over."
de	timeup.hard	12	"Like drifting clouds,
don’t lose your flow—like a river."
de	timeup.hard	13	"The sound was near.
The distance was real.
But that moment can’t be saved."
de	timeup.hard	14	"You were closing in.
Only time wasn’t."
de	timeup.hard	15	"The world held to its rules.
You touched the edge of them."
de	timeup.hard	16	"You didn’t reach the treasure. 
But the signal was real."
de	timeup.hard	17	"Nothing changed.
Only your position did."
de	timeup.hard	18	"It wasn’t luck.
Alignment."
de	timeup.hard	19	"The moment slipped away,
but the record stayed."
de	timeup.hard	20	"You crossed fragile ground
and left the horizon unbroken."
de	timeup.hard	21	"Nothing changed.
 Only your position did.
Not luck.
Alignment.
The moment passed.
The record remains."
de	timeup.hard	22	"The sun sank,
and shadow covered the world once again."
de	timeup.hard	23	"The last grains of sand fell,
and the story quietly came to a close."
de	timeup.hard	24	"The wind swept through,
and the footprints vanished without a trace."
de	timeup.hard	25	"The tide came in,
What once had been there returned to the sea."
de	timeup.hard	26	"Silence.
Only time passed through."
de	timeup.hard	27	"Victory and defeat 
are nothing more than grains of sand."
de	timeup.hard	28	"The road goes on—or it ends.
Either way, it lies on the same earth."
de	timeup.hard	29	"The season closed.
The land remained."
de	timeup.hard	30	"The path The path remains.
Only your steps stopped."
de	timeup.hard	31	"Your time ran out.
The sky didn’t."
de	timeup.hard	32	"It wasn’t rejection.
Only silence."
de	timeup.hard	33	"The world is still intact.
You can return—changed."
de	timeup.hard	34	"The season ended.
The forest remains."
de	timeup.hard	35	"The distance was closing.
Time kept its rhythm."
de	timeup.hard	36	"Your time came to a halt.
The sky kept moving."
de	timeup.hard	37	"Not rejection
Just silence."
de	timeup.hard	38	"The path is still here.
You can come back—changed."
sv	success.easy	1	"You’ve made it.
The truth remains."
sv	success.easy	2	"Even if it was only a small step,
you held your ground."
sv	success.easy	3	"You listened.
 The path opened."
sv	success.easy	4	"> You made it here
> 
> The rules were simple —
> 
> the choice was yours."
sv	success.easy	5	"> Distance became meaning.
> 
> and time answered your footsteps."
sv	success.easy	6	"> Not everything shines forever.
> 
> But this moment did."
sv	success.easy	7	"Light fell evenly, ,
and every shadow vanished."
sv	success.easy	8	"The wind fell silent.
and everything returned to where it belonged."
sv	success.easy	9	"A moment of silence.
The world steadied its breath."
sv	success.easy	10	"The record is etched deep in the sand—
beyond the reach of the wind."
sv	success.easy	11	"Harmony was restored.
Everything had been for this moment."
sv	success.easy	12	"Time slipped by in silence,
tucked away in the corners of memory."
sv	success.easy	13	"The sky shifted in color,
and one story came to its end."
sv	success.easy	14	"The waves grew calm,
and the sea hid its depths once more."
sv	success.easy	15	"The footsteps stopped,
and only the place remained."
sv	success.easy	16	"Victory and defeat 
are nothing more than grains of sand."
sv	success.easy	17	"The road goes on—or it ends.
Either way, it lies on the same earth."
sv	success.normal	1	"The distance has found its meaning.
Time has rewarded your journey."
sv	success.normal	2	"The time is up.
but the rest is far from over."
sv	success.normal	3	"The axis is found.
the world has cased its motion."
sv	success.normal	4	"The glass held its breath,
and you held your ground."
sv	success.normal	5	"Under the stillness of the sky,
your spirit did not waver."
sv	success.normal	6	"Few things shine forever.
but this moment was radiant."
sv	success.normal	7	"You traversed the fragile earth,
without losing the view."
sv	success.normal	8	"The moment has passed.
The legacy remains."
sv	success.normal	9	"Luck fades fast.
order endures."
sv	success.normal	10	"The sky knows no pause in endless circle,
nor shall you find yours."
sv	success.normal	11	"The center has been reached.
The world stood still."
sv	success.normal	12	"Finally here.
The truth remains unyielding."
sv	success.normal	13	"You have seen it through.
And mark this: it was you, and no one else, who chose this path."
sv	success.normal	14	"Time drifted into silence,
finding its place in the recesses of the mind."
sv	success.normal	15	"As the sky transformed,
the tale found its final resolved."
sv	success.normal	16	"The waters fell calm,
and the sky once more veiled its abyss."
sv	success.normal	17	"The footsteps ceased,
only the place remained."
sv	success.normal	18	"Light fell evenly, ,
and every shadow vanished."
sv	success.normal	19	"The wind fell silent.
and everything returned to where it belonged."
sv	success.normal	20	"A moment of silence.
The world steadied its breath."
sv	success.normal	21	"The record is etched deep in the sand—
beyond the reach of the wind."
sv	success.normal	22	"Harmony was restored.
Everything had been for this moment."
sv	success.normal	23	"RUN COMPLETE.
Clear. Found it.
That's enough."
sv	success.normal	24	"RUN COMPLETE.
The path held.
So did you."
sv	success.normal	25	"The sky has kept moving.
So can you."
sv	success.normal	26	"RUN COMPLETE.
A quiet result.
The weight of real work."
sv	success.normal	27	"You only walked the path
the world had laid out for you."
sv	success.normal	28	"The ground didn’t give way.
It trusted your steps."
sv	success.normal	29	"This moment aligned
with the stars’ ancient rhythm."
sv	success.normal	30	"You didn’t take anything.
 You understood something."
sv	success.normal	31	"You didn’t gain a thing.
You only saw the truth for what it was."
sv	success.normal	32	"You didn’t take this place.
You belonged here."
sv	success.normal	33	"You walked a road
older than memory itself."
sv	success.normal	34	"The earth did not resist.
It recognized you."
sv	success.normal	35	"This moment aligned
 with the stillness of the stars."
sv	success.hard	1	"In the north wind,
clarity outlasts speed."
sv	success.hard	2	"The center was found.
 The world came to rest."
sv	success.hard	3	"The stars stay silent.
Your record does the speaking."
sv	success.hard	4	"The result  remained.
The position changed."
sv	success.hard	5	"Between ice and glass,
you chose control."
sv	success.hard	6	"The waves fell quiet,
and the sea reclaimed its hidden depths."
sv	success.hard	7	"Some treasures still await.
Next time, a different path."
sv	success.hard	8	"The sky didn’t change.
You did."
sv	success.hard	9	"The moment passed.
What remained was order."
sv	success.hard	10	"Winter is honest.
So was your run."
sv	success.hard	11	"The stars aligned for a moment.
You noticed."
sv	success.hard	12	"The distance closed.
Time did not."
sv	success.hard	13	"The world’s rules stood firm.
 And the signal of possibility was real."
sv	success.hard	14	"The path closed quietly.
You were already through."
sv	success.hard	15	"Nothing changed.
Only your position did."
sv	success.hard	16	"Not luck.
Alignment."
sv	success.hard	17	"The moment passed.
The record remains."
sv	success.hard	18	"The outcome didn’t change.
Still, you moved forward."
sv	success.hard	19	"The output didn’t change.
But you reached a new level."
sv	success.hard	20	"The ending was the same.
But the one who reached it had changed."
sv	success.hard	21	"The destination is the same
—but you’re no longer the traveler you once were."
sv	success.hard	22	"Light fell evenly, ,
and every shadow vanished."
sv	success.hard	23	"The wind fell silent.
and everything returned to where it belonged."
sv	success.hard	24	"A moment of silence.
The world steadied its breath."
sv	success.hard	25	"The record is etched deep in the sand—
beyond the reach of the wind."
sv	success.hard	26	"Harmony was restored.
Everything had been for this moment."
sv	success.hard	27	"Time slipped by in silence,
tucked away in the corners of memory."
sv	success.hard	28	"The sky shifted in color,
and one story came to its end."
sv	success.hard	29	"The waves grew calm,
and the sea hid its depths once more."
sv	success.hard	30	"The footsteps stopped,
and only the place remained."
sv	success.hard	31	"Victory and defeat 
are nothing more than grains of sand."
sv	success.hard	32	"The road goes on—or it ends.
Either way, it lies on the same earth."
sv	timeup.easy	1	"Time ran out.
Nothing else did."
sv	timeup.easy	2	"The treasure can wait.
So can you."
sv	timeup.easy	3	"Breathe in.
Then again."
sv	timeup.easy	4	"That’s all for now.
On to the next step."
sv	timeup.easy	5	"You're still here.
That’s what matters."
sv	timeup.easy	6	"The run ended.
You didn’t."
sv	timeup.easy	7	"TIME'S UP.
The run ended.
You didn't."
sv	timeup.easy	8	"TIME'S UP.
The rules don’t change.
Again."
sv	timeup.easy	9	"TIME'S UP.
“So close” is real."
sv	timeup.easy	10	"The sun sank,
and shadow covered the world once again."
sv	timeup.easy	11	"The last grains of sand fell,
and the story quietly came to a close."
sv	timeup.easy	12	"The wind swept through,
and the footprints vanished without a trace."
sv	timeup.easy	13	"The tide came in,
What once had been there returned to the sea."
sv	timeup.easy	14	"Silence.
Only time passed through."
sv	timeup.easy	15	"Victory and defeat 
are nothing more than grains of sand."
sv	timeup.easy	16	"The road goes on—or it ends.
Either way, it lies on the same earth."
sv	timeup.normal	1	"The distance closed.
Time did not."
sv	timeup.normal	2	"The world kept its rules.
You touched the edge."
sv	timeup.normal	3	"You didn’t make it.
But the signal was real."
sv	timeup.normal	4	"Some treasures still await.
Let’s try a different path."
sv	timeup.normal	5	"The result remained.
The position changed."
sv	timeup.normal	6	"Time ran out.
Meaning didn't."
sv	timeup.normal	7	"So close.
The sound said so."
sv	timeup.normal	8	"The map is still open.
Come back to it."
sv	timeup.normal	9	"The world’s rules stood firm.
The signal of possibility was real."
sv	timeup.normal	10	The world kept its rules.
sv	timeup.normal	11	"The moment passed.
The record remains."
sv	timeup.normal	12	"The sun sank,
and shadow covered the world once again."
sv	timeup.normal	13	"The last grains of sand fell,
and the story quietly came to a close."
sv	timeup.normal	14	"The wind swept through,
and the footprints vanished without a trace."
sv	timeup.normal	15	"The tide came in,
What once had been there returned to the sea."
sv	timeup.normal	16	"Silence.
Only time passed through."
sv	timeup.normal	17	"Victory and defeat 
are nothing more than grains of sand."
sv	timeup.normal	18	"The road goes on—or it ends.
Either way, it lies on the same earth."
sv	timeup.normal	19	"> Time ran out.
> 
> Nothing else did."
sv	timeup.normal	20	"> The outcome didn’t change.
> 
> But your position did."
sv	timeup.hard	1	"Even the aurora fades.
Come back with a new stride."
sv	timeup.hard	2	"In a fragile world,
haste shatters clarity before it can be found."
sv	timeup.hard	3	"The moment slipped away.
The meaning did not."
sv	timeup.hard	4	"Winter is patient.
Be the same."
sv	timeup.hard	5	"The sky kept moving.
So will you."
sv	timeup.hard	6	"The story moves on.
The end is not yet."
sv	timeup.hard	7	"The stars were there, watching.
Again."
sv	timeup.hard	8	"Ice takes its time.
Neither do you."
sv	timeup.hard	9	"The sky kept moving.
So can you."
sv	timeup.hard	10	"The north has learned to wait.
So should you."
sv	timeup.hard	11	"This is an interlude
—It’s not over."
sv	timeup.hard	12	"Like drifting clouds,
don’t lose your flow—like a river."
sv	timeup.hard	13	"The sound was near.
The distance was real.
But that moment can’t be saved."
sv	timeup.hard	14	"You were closing in.
Only time wasn’t."
sv	timeup.hard	15	"The world held to its rules.
You touched the edge of them."
sv	timeup.hard	16	"You didn’t reach the treasure. 
But the signal was real."
sv	timeup.hard	17	"Nothing changed.
Only your position did."
sv	timeup.hard	18	"It wasn’t luck.
Alignment."
sv	timeup.hard	19	"The moment slipped away,
but the record stayed."
sv	timeup.hard	20	"You crossed fragile ground
and left the horizon unbroken."
sv	timeup.hard	21	"Nothing changed.
 Only your position did.
Not luck.
Alignment.
The moment passed.
The record remains."
sv	timeup.hard	22	"The sun sank,
and shadow covered the world once again."
sv	timeup.hard	23	"The last grains of sand fell,
and the story quietly came to a close."
sv	timeup.hard	24	"The wind swept through,
and the footprints vanished without a trace."
sv	timeup.hard	25	"The tide came in,
What once had been there returned to the sea."
sv	timeup.hard	26	"Silence.
Only time passed through."
sv	timeup.hard	27	"Victory and defeat 
are nothing more than grains of sand."
sv	timeup.hard	28	"The road goes on—or it ends.
Either way, it lies on the same earth."
sv	timeup.hard	29	"The season closed.
The land remained."
sv	timeup.hard	30	"The path The path remains.
Only your steps stopped."
sv	timeup.hard	31	"Your time ran out.
The sky didn’t."
sv	timeup.hard	32	"It wasn’t rejection.
Only silence."
sv	timeup.hard	33	"The world is still intact.
You can return—changed."
sv	timeup.hard	34	"The season ended.
The forest remains."
sv	timeup.hard	35	"The distance was closing.
Time kept its rhythm."
sv	timeup.hard	36	"Your time came to a halt.
The sky kept moving."
sv	timeup.hard	37	"Not rejection
Just silence."
sv	timeup.hard	38	"The path is still here.
You can come back—changed."
