lang	pool	index	old	new
is	outcome.timeup.easy.pool	9	"TIME'S UP.
“So close” is real."	"Ekki sigur.
Ekki tómleiki heldur."
is	outcome.timeup.easy.pool	10	"The sun sank,
and shadow covered the world once again."	"Það sem ekki fannst
bíður kannski enn."
is	outcome.timeup.easy.pool	11	"The last grains of sand fell,
and the story quietly came to a close."	"Sandurinn tók við endinum.
Minningin tók við leiðinni."
is	outcome.timeup.easy.pool	12	"The wind swept through,
and the footprints vanished without a trace."	"Þú misstir ekki allt.
Þú komst hingað."
is	outcome.timeup.easy.pool	13	"The tide came in,
What once had been there returned to the sea."	Sumar leiðir enda áður en þær opnast alveg.
is	outcome.timeup.easy.pool	14	"Silence.
Only time passed through."	"Þetta var ekki lokadómur.
Aðeins lok þessa hlaups."
is	outcome.timeup.easy.pool	15	"Victory and defeat 
are nothing more than grains of sand."	"Tíminn lokaði dyrunum.
Leiðin gleymdi þér ekki."
is	outcome.timeup.easy.pool	16	"The road goes on—or it ends.
Either way, it lies on the same earth."	"Reyndu aftur.
Önnur leið gæti svarað."
is	outcome.timeup.normal.pool	1	"The distance closed.
Time did not."	"Tíminn rann út.
En ferðin varð ekki að engu."
is	outcome.timeup.normal.pool	2	"The world kept its rules.
You touched the edge."	"Þú náðir ekki fjársjóðnum.
En þú lærðir lögun leiðarinnar."
is	outcome.timeup.normal.pool	3	"You didn’t make it.
But the signal was real."	"Leiðin var lengri en stundin.
Það gerist."
is	outcome.timeup.normal.pool	4	"Some treasures still await.
Let’s try a different path."	"Himinninn hélt áfram.
Þú mátt gera það líka."
is	outcome.timeup.normal.pool	5	"The result remained.
The position changed."	"Ekki hver tilraun endar með gulli.
Sumar enda með skilningi."
is	outcome.timeup.normal.pool	6	"Time ran out.
Meaning didn't."	"Glasið hélt birtunni.
Jafnvel þegar tíminn brast."
is	outcome.timeup.normal.pool	7	"So close.
The sound said so."	"Fótsporin náðu ekki alla leið.
Samt voru þau raunveruleg."
is	outcome.timeup.normal.pool	8	"The map is still open.
Come back to it."	"Það sem lokast í dag
getur opnast á morgun."
is	outcome.timeup.normal.pool	9	"The world’s rules stood firm.
The signal of possibility was real."	"Heppnin kom ekki í tæka tíð.
En reglan er enn læranleg."
is	outcome.timeup.normal.pool	10	The world kept its rules.	"Þetta var ekki ósigur á sjálfum þér.
Aðeins hlaup sem lauk."
is	outcome.timeup.normal.pool	11	"The moment passed.
The record remains."	"Þú stóðst inni í óvissunni
lengur en áður."
is	outcome.timeup.normal.pool	12	"The sun sank,
and shadow covered the world once again."	"Það sem lokaðist í dag
getur orðið kunnuglegt á morgun."
is	outcome.timeup.normal.pool	13	"The last grains of sand fell,
and the story quietly came to a close."	"Tíminn sigraði þessa umferð.
Ekki allt verkið."
is	outcome.timeup.normal.pool	14	"The wind swept through,
and the footprints vanished without a trace."	"Leiðin svaraði ekki enn.
En hún þagði ekki alveg."
is	outcome.timeup.normal.pool	15	"The tide came in,
What once had been there returned to the sea."	"Þú fórst ekki til einskis.
Jörðin tók við skrefunum."
is	outcome.timeup.normal.pool	16	"Silence.
Only time passed through."	"Ekki lokið.
Aðeins óklárað."
is	outcome.timeup.normal.pool	17	"Victory and defeat 
are nothing more than grains of sand."	"Stjörnurnar færðust ekki.
En þú sást betur."
is	outcome.timeup.normal.pool	18	"The road goes on—or it ends.
Either way, it lies on the same earth."	"Það sem vantaði var tími.
Ekki endilega geta."
is	outcome.timeup.normal.pool	19	"> Time ran out.
> 
> Nothing else did."	"Fjársjóðurinn beið.
Þú lærðir biðina."
is	outcome.timeup.normal.pool	20	"> The outcome didn’t change.
> 
> But your position did."	"Þetta hlaup varð að korti.
Næsta getur orðið leið."
is	outcome.timeup.hard.pool	1	"Even the aurora fades.
Come back with a new stride."	"Tíminn lokaði hringnum.
Þú stóðst samt inni í honum."
is	outcome.timeup.hard.pool	2	"In a fragile world,
haste shatters clarity before it can be found."	"Norðrið var kalt.
En þú hvarfst ekki."
is	outcome.timeup.hard.pool	3	"The moment slipped away.
The meaning did not."	"Fjársjóðurinn náðist ekki.
Merkið sást samt."
is	outcome.timeup.hard.pool	4	"Winter is patient.
Be the same."	"Leiðin hélt aftur af sér.
Þú hélst áfram."
is	outcome.timeup.hard.pool	5	"The sky kept moving.
So will you."	"Það sem ekki náðist
var samt sýnilegt."
is	outcome.timeup.hard.pool	6	"The story moves on.
The end is not yet."	"Endirinn kom snemma.
Merkingin ekki."
is	outcome.timeup.hard.pool	7	"The stars were there, watching.
Again."	"Veturinn gaf engan afslátt.
Þú baðst ekki um hann."
is	outcome.timeup.hard.pool	8	"Ice takes its time.
Neither do you."	"Glerið mundi þrýstinginn.
Jafnvel án sigurs."
is	outcome.timeup.hard.pool	9	"The sky kept moving.
So can you."	"Ekki allt sem lokast
er tapað."
is	outcome.timeup.hard.pool	10	"The north has learned to wait.
So should you."	"Stjörnurnar þögðu.
Þú hlustaðir samt."
is	outcome.timeup.hard.pool	11	"This is an interlude
—It’s not over."	"Fjarlægðin vann þessa stund.
Ekki alla söguna."
is	outcome.timeup.hard.pool	12	"Like drifting clouds,
don’t lose your flow—like a river."	"Það sem ekki náðist
varð samt sýnilegt."
is	outcome.timeup.hard.pool	13	"The sound was near.
The distance was real.
But that moment can’t be saved."	"Útkoman var hörð.
En ekki tóm."
is	outcome.timeup.hard.pool	14	"You were closing in.
Only time wasn’t."	"Tíminn var skemmri en leiðin.
Það er ekki lygi."
is	outcome.timeup.hard.pool	15	"The world held to its rules.
You touched the edge of them."	"Þú komst ekki alla leið.
En þú komst lengra inn."
is	outcome.timeup.hard.pool	16	"You didn’t reach the treasure. 
But the signal was real."	"Leiðin hafnaði þér ekki.
Hún lauk bara fyrr."
is	outcome.timeup.hard.pool	17	"Nothing changed.
Only your position did."	"Skýrleikinn kom seint.
En hann kom."
is	outcome.timeup.hard.pool	18	"It wasn’t luck.
Alignment."	"Það sem brast
getur orðið form."
is	outcome.timeup.hard.pool	19	"The moment slipped away,
but the record stayed."	"Enginn fjársjóður í dag.
En ekki engin merking."
is	outcome.timeup.hard.pool	20	"You crossed fragile ground
and left the horizon unbroken."	"Kuldinn vann augnablikið.
Ekki heildina."
is	outcome.timeup.hard.pool	21	"Nothing changed.
 Only your position did.
Not luck.
Alignment.
The moment passed.
The record remains."	"Hlaupið endaði.
Spurningin lifði áfram."
is	outcome.timeup.hard.pool	22	"The sun sank,
and shadow covered the world once again."	"Þú tapaðir ekki sjálfri þér.
Þú tapaðir aðeins tíma."
is	outcome.timeup.hard.pool	23	"The last grains of sand fell,
and the story quietly came to a close."	"Norðurljósið birtist ekki.
En myrkrið var lesanlegt."
is	outcome.timeup.hard.pool	24	"The wind swept through,
and the footprints vanished without a trace."	"Það sem stöðvaðist
var ekki viljinn."
is	outcome.timeup.hard.pool	25	"The tide came in,
What once had been there returned to the sea."	"Þú fannst ekki miðjuna.
En þú fannst jaðarinn."
is	outcome.timeup.hard.pool	26	"Silence.
Only time passed through."	"Stundum er harða leiðin
fyrst og fremst mæling."
is	outcome.timeup.hard.pool	27	"Victory and defeat 
are nothing more than grains of sand."	"Ekki náð.
Ekki gleymt."
is	outcome.timeup.hard.pool	28	"The road goes on—or it ends.
Either way, it lies on the same earth."	"Það sem beið
bíður kannski enn."
is	outcome.timeup.hard.pool	29	"The season closed.
The land remained."	"Það sem brotnaði í dag
getur orðið bygging á morgun."
is	outcome.timeup.hard.pool	30	"The path The path remains.
Only your steps stopped."	"Þú komst að mörkunum.
Það er líka þekking."
is	outcome.timeup.hard.pool	31	"Your time ran out.
The sky didn’t."	"Enginn sigur í dag.
En engin eyða heldur."
is	outcome.timeup.hard.pool	32	"It wasn’t rejection.
Only silence."	"Leiðin var köld.
Skrefin voru sönn."
is	outcome.timeup.hard.pool	33	"The world is still intact.
You can return—changed."	"Það sem vantaði
var ekki endilega hugrekki."
is	outcome.timeup.hard.pool	34	"The season ended.
The forest remains."	"Tíminn lokaði glugganum.
Augnaráðið varð eftir."
is	outcome.timeup.hard.pool	35	"The distance was closing.
Time kept its rhythm."	"Þetta var ekki síðasta leiðin.
Aðeins þessi leið."
is	outcome.timeup.hard.pool	36	"Your time came to a halt.
The sky kept moving."	"Í dag var ekki sigur.
En heldur ekki tómleiki."
is	outcome.timeup.hard.pool	37	"Not rejection
Just silence."	"Fjársjóðurinn þagði.
Leiðin talaði."
is	outcome.timeup.hard.pool	38	"The path is still here.
You can come back—changed."	"Þú komst ekki þangað.
En þú komst nær því að skilja."
