lang	pool	index	translation
sa	outcome.success.normal.pool	13	"त्वं अन्तं यावत् गतवान्।
स्मर — अयं मार्गः त्वया एव वृतः, नान्येन।"
sa	outcome.success.normal.pool	14	"कालः मौने प्रविष्टः,
अन्तःकरणगहने स्थानं लब्धवान्।"
sa	outcome.success.normal.pool	15	"यदा नभः वर्णं परिवर्तयत्,
कथा स्वसमाप्तिम् उपागता।"
sa	outcome.success.normal.pool	16	"आपः शान्ताः,
नभः पुनः स्वगर्तं आवृतवत्।"
sa	outcome.success.normal.pool	17	"पदशब्दाः शान्ताः,
केवलं तत् स्थानम् अवशिष्टम्।"
sa	outcome.success.normal.pool	18	"ज्योतिः शान्ततया अपतत्,
सर्वाः छायाः निवृत्ताः।"
sa	outcome.success.normal.pool	19	"वायुः शान्तः।
सर्वं स्वस्थानं प्रतिपन्नम्।"
sa	outcome.success.normal.pool	20	"क्षणमात्रं मौनम्।
जगत् पुनः स्वश्वासं समीकृतवत्।"
sa	outcome.success.normal.pool	21	"चिह्नं सिकतासु गाढं लिखितम् —
यत्र वायुरपि न प्राप्नोति।"
sa	outcome.success.normal.pool	22	"समता पुनरागताः।
सर्वं अस्मिन् क्षणे एव संगतम्।"
sa	outcome.success.normal.pool	23	"धावनं समाप्तम्।
स्पष्टम्। लब्धम्।
एतावत् पर्याप्तम्।"
sa	outcome.success.normal.pool	24	"धावनं समाप्तम्।
मार्गः अधारयत्।
त्वमपि अधारयः।"
sa	outcome.success.normal.pool	25	"नभः अद्यापि गच्छति।
त्वमपि शक्नोषि।"
sa	outcome.success.normal.pool	26	"धावनं समाप्तम्।
शान्तः परिणामः।
सत्यकर्मणः भारः।"
sa	outcome.success.normal.pool	27	"त्वं केवलं तं मार्गं गतवान्
यं जगत् तव पुरतः अकल्पयत्।"
sa	outcome.success.normal.pool	28	"भूमिः नापतत्।
सा तव पदेषु विश्वस्तवती।"
sa	outcome.success.normal.pool	29	"अयं क्षणः सम्यग् अभवत्
नक्षत्राणां प्राचीनलयेन।"
sa	outcome.success.normal.pool	30	"त्वया किमपि न गृहीतम्।
किञ्चित् तु अवगतं जातम्।"
sa	outcome.success.normal.pool	31	"त्वया लाभः न कृतः।
सत्यं यथावत् दृष्टम्।"
sa	outcome.success.normal.pool	32	"त्वया एतत् स्थानं न गृहीतम्।
त्वं अत्रैव योग्यः आसीः।"
sa	outcome.success.normal.pool	33	"त्वं तं मार्गं गतवान्
यः स्मृतेः अपि प्राचीनतरः।"
sa	outcome.success.normal.pool	34	"भूमिः न प्रतिरोधम् अकरोत्।
सा त्वां प्रत्यभिज्ञातवती।"
sa	outcome.success.normal.pool	35	"अयं क्षणः संगतः
नक्षत्राणां निश्चलशान्त्या।"
sa	outcome.success.hard.pool	1	"उत्तरवायौ,
स्पष्टता वेगात् अधिकं तिष्ठति।"
sa	outcome.success.hard.pool	2	"मध्यं लब्धम्।
जगत् विश्रान्तिम् अगच्छत्।"
sa	outcome.success.hard.pool	3	"शीतं तीक्ष्णम् आसीत्,
तथापि तव निर्णयः न म्लानः।"
sa	outcome.success.hard.pool	4	"काचस्य अधः प्रकाशः चकम्पे,
किन्तु तव पदं न चकम्पे।"
sa	outcome.success.hard.pool	5	"अन्धकारः समीपे आसीत्।
त्वं तथापि मार्गं ददर्श।"
sa	outcome.success.hard.pool	6	"यत् भङ्गुरम् आसीत्,
तदेव त्वां परीक्षितवत्।"
sa	outcome.success.hard.pool	7	"मार्गः कठिनः आसीत्,
अन्तःशान्तिः तु दृढा आसीत्।"
sa	outcome.success.hard.pool	8	"त्वं न केवलं धावितवान्।
त्वं धैर्येण स्थितवान्।"
sa	outcome.success.hard.pool	9	"समये क्षीणे,
चित्तं तव न क्षीणम्।"
sa	outcome.success.hard.pool	10	"कम्पमानायां भूमौ,
त्वं स्वध्रुवं अलभथाः।"
sa	outcome.success.hard.pool	11	"नभः निरुत्तरम् आसीत्,
तव पदानि उत्तरम् आसन्।"
sa	outcome.success.hard.pool	12	"ज्योतिः दूरम् आसीत्,
किन्तु अर्थः समीपम् आगतः।"
sa	outcome.success.hard.pool	13	"विपत्तिरेव द्वारम् अभवत्।
त्वं तत् विवृतवान्।"
sa	outcome.success.hard.pool	14	"यत्र अन्ये निवर्तन्ते,
तत्र त्वं शान्ततया अगच्छः।"
sa	outcome.success.hard.pool	15	"अन्तिमक्षणे अपि,
विकल्पः तव हस्ते आसीत्।"
sa	outcome.success.hard.pool	16	"ध्वनिः अल्पः आसीत्,
अर्थः तु महान्।"
sa	outcome.success.hard.pool	17	"भङ्गुरे जगति,
एकं पदम् अपि प्रमाणम्।"
sa	outcome.success.hard.pool	18	"त्वं भूमेः मौनं श्रुतवान्।
तस्मात् मार्गः प्रकाशितः।"
sa	outcome.success.hard.pool	19	"कालः द्रुतं धावितवान्,
त्वं तु न प्रमत्तः।"
sa	outcome.success.hard.pool	20	"सर्वे मार्गाः संकीर्णाः आसन्।
एकः तु तव आसीत्।"
sa	outcome.success.hard.pool	21	"त्वं छायाम् अतीतः,
ज्योतिः न स्पृशन् अपि तस्य अर्थं ज्ञातवान्।"
sa	outcome.success.hard.pool	22	"सागरः गूढः आसीत्,
तव चित्तं तस्मात् गभीरतरम्।"
sa	outcome.success.hard.pool	23	"कठिनता आगता।
त्वं ताम् अतिथिवत् अभ्यगृह्णाः।"
sa	outcome.success.hard.pool	24	"नक्षत्राणि मौनानि आसन्,
तव कर्म तु उक्तवत्।"
sa	outcome.success.hard.pool	25	"अन्तःस्थितं धैर्यम्
बहिर्जगति रूपं प्राप्तम्।"
sa	outcome.success.hard.pool	26	"त्वं न शीघ्रतमः आसीः।
त्वं अविचलिततमः आसीः।"
sa	outcome.success.hard.pool	27	"यदा मार्गः भग्नः इव आसीत्,
तदा त्वं अर्थं धारितवान्।"
sa	outcome.success.hard.pool	28	"शीतलजगति,
तव संकल्पः ऊष्मा आसीत्।"
sa	outcome.success.hard.pool	29	"विजयः घोषे न आसीत्।
सः शान्तधारणायाम् आसीत्।"
sa	outcome.success.hard.pool	30	"अन्तःप्रकाशः दूरतः अपि दृश्यते।
त्वया सः रक्षितः।"
sa	outcome.success.hard.pool	31	"अयं न केवलं अन्तः।
अयं साक्ष्यम् आसीत्।"
sa	outcome.success.hard.pool	32	"सत्यं न गर्जति।
तत् केवलं तिष्ठति।
त्वया तत् दृष्टम्।"
sa	outcome.timeup.easy.pool	1	"कालः समाप्तः।
मार्गः तु अद्यापि स्मरति।"
sa	outcome.timeup.easy.pool	2	"पदानि अल्पानि आसन्,
किन्तु तानि व्यर्थानि नाभवन्।"
sa	outcome.timeup.easy.pool	3	"द्वारं न पूर्णतया विवृतम्।
तथापि त्वया तस्य शब्दः श्रुतः।"
sa	outcome.timeup.easy.pool	4	"वायुः पुनः चलितः,
चिह्नानि सिकतासु धूसरितानि।"
sa	outcome.timeup.easy.pool	5	"ज्योतिः निवृत्तम्।
तथापि नेत्रे तस्य स्मृतिः अवशिष्टा।"
sa	outcome.timeup.easy.pool	6	"अन्तः न प्राप्तः।
किन्तु मार्गः तव पुरतः आसीत्।"
sa	outcome.timeup.easy.pool	7	"कालः त्वां अतिशीघ्रं अतीतः।
भूमिः तु तव पदानि अस्मरत्।"
sa	outcome.timeup.easy.pool	8	"कथा अविरता आसीत्,
किन्तु पृष्ठं परिवर्तितम्।"
sa	outcome.timeup.easy.pool	9	"तूष्णीं स्थिते जगति,
अपूर्णता अपि रूपं धारयति।"
sa	outcome.timeup.easy.pool	10	"अल्पः विलम्बः,
एकं अपरं भविष्यत् पदम्।"
sa	outcome.timeup.easy.pool	11	"समुद्रः स्वगाम्भीर्यं निगूढवान्।
त्वं तटं दृष्टवान्।"
sa	outcome.timeup.easy.pool	12	"विजयः न प्राप्तः,
परन्तु मार्गः ज्ञातः।"
sa	outcome.timeup.easy.pool	13	"छाया दीर्घा जाता।
दीपः पुनः प्रज्वलितुं शक्यते।"
sa	outcome.timeup.easy.pool	14	"कालः न अनुगच्छति।
सः केवलं गच्छति।"
sa	outcome.timeup.easy.pool	15	"त्वं नष्टः नासि।
त्वं केवलं अद्य न प्राप्तवान्।"
sa	outcome.timeup.easy.pool	16	"अन्तः स्थगितः।
यात्रा तु न निषिद्धा।"
sa	outcome.timeup.normal.pool	1	"कालः समाप्तः।
मौनं शेषम्।"
sa	outcome.timeup.normal.pool	2	"मार्गः समीपे आसीत्,
किन्तु क्षणः दूरं गतः।"
sa	outcome.timeup.normal.pool	3	"त्वं श्रुतवान्,
परन्तु उत्तरं पूर्णं नाभवत्।"
sa	outcome.timeup.normal.pool	4	"नभः चलितम् एव।
त्वं अपि पुनः चलितुं शक्नोषि।"
sa	outcome.timeup.normal.pool	5	"काचः शीतलः अभवत्,
पदानि तु उष्णानि आसन्।"
sa	outcome.timeup.normal.pool	6	"यत् न पूर्णम्,
तदपि शिक्षां ददाति।"
sa	outcome.timeup.normal.pool	7	"समयः द्वारं पिधाय गतः।
स्मृतिः तु कुञ्चिकाम् अदात्।"
sa	outcome.timeup.normal.pool	8	"न हानिः सर्वथा।
अर्थः अद्यापि अवशिष्टः।"
sa	outcome.timeup.normal.pool	9	"त्वं पतितः नासि।
त्वं केवलं विरतः।"
sa	outcome.timeup.normal.pool	10	"पुनरागमनस्य स्थानं
मार्गे एव निहितम्।"
sa	outcome.timeup.normal.pool	11	"जगत् श्वासं पुनः समीकृतवत्,
त्वया अपि तथा कर्तव्यम्।"
sa	outcome.timeup.normal.pool	12	"विजयः अद्य न आगतः।
धैर्यं तु अद्य परीक्षितम्।"
sa	outcome.timeup.normal.pool	13	"दूरीकृतं लक्ष्यं,
समीपं जातम् अवगमनम्।"
sa	outcome.timeup.normal.pool	14	"अन्तिमपदं न प्राप्तम्।
पूर्वपदानि तु तव आसन्।"
sa	outcome.timeup.normal.pool	15	"तूष्णीं जातं नभः।
तस्मिन् अपि उत्तरं किञ्चित् अस्ति।"
sa	outcome.timeup.normal.pool	16	"धावनं विरतम्।
अर्थः न विरतः।"
sa	outcome.timeup.normal.pool	17	"पुनः आरभस्व।
भूमिः अद्यापि प्रतीक्षते।"
sa	outcome.timeup.normal.pool	18	"क्षणः गतः।
संकल्पः यदि तिष्ठति, मार्गः पुनः दृश्यते।"
sa	outcome.timeup.normal.pool	19	"अपूर्णं न निष्फलम्।
तत् केवलं अपरं अध्यायम्।"
sa	outcome.timeup.normal.pool	20	"कालः जितवान्।
त्वं तु ज्ञानेन रिक्तः नासि।"
sa	outcome.timeup.hard.pool	1	"कठिने मार्गे कालः तीक्ष्णतरः आसीत्।
तथापि तव पदानि अर्थवन्ति आसन्।"
sa	outcome.timeup.hard.pool	2	"उत्तरवायुः अग्रे अभवत्।
त्वं तस्मिन् अपि स्थितवान्।"
sa	outcome.timeup.hard.pool	3	"मध्यं न प्राप्तम्।
परन्तु तस्य दिशां त्वया ज्ञातम्।"
sa	outcome.timeup.hard.pool	4	"ज्योतिः दूरं निवृत्तम्,
किन्तु अन्धकारः सर्वं न गृहीतवान्।"
sa	outcome.timeup.hard.pool	5	"ध्वनिः विरतः।
अनुभवः अवशिष्टः।"
sa	outcome.timeup.hard.pool	6	"कालः कठोरः आसीत्,
तव प्रयासः तु सत्यः।"
sa	outcome.timeup.hard.pool	7	"मार्गः भग्नः इव आसीत्।
त्वं तस्मिन् अपि पदं न्यधाः।"
sa	outcome.timeup.hard.pool	8	"काचभूमिः न क्षमा आसीत्।
तथापि त्वं सावधानः अभवः।"
sa	outcome.timeup.hard.pool	9	"नभः मौनम् आसीत्।
तव असफलतायाम् अपि अर्थः आसीत्।"
sa	outcome.timeup.hard.pool	10	"विजयः न आगतः।
धैर्यस्य बीजं तु निहितम्।"
sa	outcome.timeup.hard.pool	11	"क्षणः हतः इव।
संकल्पः अद्यापि जीवति।"
sa	outcome.timeup.hard.pool	12	"यात्रा अवरुद्धा।
दिशा तु नष्टा नास्ति।"
sa	outcome.timeup.hard.pool	13	"अन्ते रिक्तता आसीत्,
किन्तु सा अपि शिक्षिका।"
sa	outcome.timeup.hard.pool	14	"त्वं न स्वीकृतवान् हारम्।
कालः केवलं पूर्वं समाप्तः।"
sa	outcome.timeup.hard.pool	15	"भूमिः त्वां परीक्षितवती।
उत्तरं पूर्णं नाभवत्, परन्तु मौनं न आसीत्।"
sa	outcome.timeup.hard.pool	16	"अल्पे प्रकाशे अपि,
त्वया मार्गस्य रूपं दृष्टम्।"
sa	outcome.timeup.hard.pool	17	"नक्षत्राणि दूराणि आसन्।
तव दृष्टिः तु तेषु आसीत्।"
sa	outcome.timeup.hard.pool	18	"शीतं घनम् आसीत्,
किन्तु तव कर्म निष्फलं नाभवत्।"
sa	outcome.timeup.hard.pool	19	"अपूर्णफलम् अपि फलमेव।
तत् पुनरागमनं सूचयति।"
sa	outcome.timeup.hard.pool	20	"कठिनता न दया करोति।
किन्तु सा सत्यं दर्शयति।"
sa	outcome.timeup.hard.pool	21	"मार्गः अद्य न उद्घाटितः।
कुञ्चिका तु स्मृतौ निहिता।"
sa	outcome.timeup.hard.pool	22	"चिह्नानि क्षीणानि जातानि,
परन्तु पदानि कदाचित् पुनः आगमिष्यन्ति।"
sa	outcome.timeup.hard.pool	23	"कालः द्वारं पिधाय गतः।
त्वं द्वारस्य स्थानं ज्ञातवान्।"
sa	outcome.timeup.hard.pool	24	"तूष्णीं समुद्रः,
तूष्णीं नभः,
तथापि अन्तः शब्दः अस्ति।"
sa	outcome.timeup.hard.pool	25	"अयं पराजयः न केवलं अन्तः।
अयं मार्गदर्शनम्।"
sa	outcome.timeup.hard.pool	26	"त्वं यावत् गतवान्,
तावत् जगत् त्वां ज्ञातवत्।"
sa	outcome.timeup.hard.pool	27	"अदृष्टं लक्ष्यं न मिथ्या।
तत् केवलं अद्य दूरम्।"
sa	outcome.timeup.hard.pool	28	"धैर्यं सर्वदा जयेन न मीयते।
कदाचित् पुनरागमनेन मीयते।"
sa	outcome.timeup.hard.pool	29	"मार्गः तिष्ठति।
प्रश्नः अपि तिष्ठति।"
sa	outcome.timeup.hard.pool	30	"कालः निष्ठुरः आसीत्।
तव प्रयत्नः तु मृदु नासीत्।"
sa	outcome.timeup.hard.pool	31	"भङ्गुरे जगति,
अपूर्णपदम् अपि साक्ष्यम्।"
sa	outcome.timeup.hard.pool	32	"पुनः आगच्छ।
सत्यं धावति न,
तत् प्रतीक्षते।"
sa	outcome.timeup.hard.pool	33	"रात्रिः दीर्घा।
किन्तु स्मृतौ दीपः अस्ति।"
sa	outcome.timeup.hard.pool	34	"अन्ते मौनम् आगतम्।
तत् दण्डः न,
आगामिनः आरम्भस्य पूर्वश्वासः।"
sa	outcome.timeup.hard.pool	35	"भूमिः अद्य मौनम्।
श्वः सा पुनः मार्गं दास्यति।"
sa	outcome.timeup.hard.pool	36	"तव पदानि अल्पानि नासन्।
केवलं कालः अल्पः आसीत्।"
sa	outcome.timeup.hard.pool	37	"न सर्वं हरितम्।
किञ्चित् अन्तः रक्षितम्।"
sa	outcome.timeup.hard.pool	38	"यत्र मार्गः विरमति,
तत्र पुनरारम्भस्य बीजं निहितम्।"
