lang	pool	index	old	new
nl	outcome.success.normal.pool	20	"Een ogenblik stilte.
De wereld haalde weer adem."	"Een korte stilte.
De wereld haalde weer adem."
nl	outcome.success.normal.pool	21	"Het spoor staat diep in het zand gegrift —
waar de wind er niet meer bij kan."	"Het spoor staat diep in het zand gegrift —
buiten bereik van de luchtstroom."
nl	outcome.success.normal.pool	22	"Het evenwicht keerde terug.
Alles leidde naar dit moment."	"Het evenwicht werd hersteld.
Alles leidde naar dit ogenblik."
nl	outcome.success.normal.pool	26	"Run voltooid.
Een stil resultaat.
Het gewicht van echt werk."	"Run voltooid.
Een stille uitkomst.
Het gewicht van echt werk."
nl	outcome.success.normal.pool	27	"Je liep slechts het pad
 dat de wereld voor je had neergelegd."	"Je liep alleen het pad
dat de wereld voor je had neergelegd."
nl	outcome.success.normal.pool	29	"Dit moment stemde zich af
op het oude ritme van de sterren."	"Dit ogenblik voegde zich
naar het oude ritme van de sterren."
nl	outcome.success.normal.pool	30	"Je hebt niets genomen.
Je hebt iets begrepen."	"Je hebt niets meegenomen.
Je hebt iets begrepen."
nl	outcome.success.normal.pool	35	"Dit moment stemde zich af
op de stilte van de sterren."	"Dit ogenblik voegde zich
naar de stilte van de sterren."
nl	outcome.success.hard.pool	1	"In de noordenwind
houdt helderheid langer stand dan snelheid."	"In de noordenlucht
houdt helderheid langer stand dan snelheid."
nl	outcome.success.hard.pool	3	"De sterren blijven stil.
Jouw spoor spreekt voor je."	"De sterren zwijgen.
Jouw spoor spreekt voor je."
nl	outcome.success.hard.pool	7	"Er wachten nog andere schatten.
Volgende keer: een ander pad."	"Er wachten nog andere schatten.
De volgende keer: een ander pad."
nl	outcome.success.hard.pool	9	"Het moment ging voorbij.
Wat bleef, was orde."	"Het ogenblik ging voorbij.
Wat overbleef, was orde."
nl	outcome.success.hard.pool	11	"De sterren stonden even op één lijn.
Jij merkte het op."	"De sterren stonden heel even op één lijn.
Jij merkte het op."
nl	outcome.success.hard.pool	14	"Het pad sloot zich in stilte.
Jij was er al doorheen gegaan."	"Het pad sloot zich in stilte.
Jij was er al doorheen."
nl	outcome.success.hard.pool	15	"Wat bevroren leek,
bleek alleen maar te wachten."	"Wat bevroren leek,
bleek alleen te wachten."
nl	outcome.success.hard.pool	16	"Geen enkele heldere weg blijft voor altijd open.
Toch vond jij hem."	"Geen heldere weg blijft voorgoed open.
Toch vond jij hem."
nl	outcome.success.hard.pool	17	"De hemel gaf geen antwoord.
Maar de grond wel."	"De hemel gaf geen antwoord.
De grond deed dat wel."
nl	outcome.success.hard.pool	30	"Niet alles wat standhoudt, schittert.
Sommige dingen blijven gewoon."	"Niet alles wat standhoudt, schittert.
Sommige dingen blijven gewoon bestaan."
nl	outcome.timeup.easy.pool	6	"Zelfs een onderbroken run
laat een spoor na."	"Ook een afgebroken run
laat een spoor na."
nl	outcome.timeup.easy.pool	7	"De wind nam de tijd mee.
Maar niet alles ging verloren."	"De luchtstroom nam de tijd mee.
Maar niet alles ging verloren."
nl	outcome.timeup.easy.pool	10	"Vandaag stopte hier.
De weg zelf deed dat niet."	"Vandaag stopt hier.
De weg zelf niet."
nl	outcome.timeup.easy.pool	13	"Wat niet gehaald werd,
kan nog richting worden."	"Wat niet werd gehaald,
kan nog richting worden."
nl	outcome.timeup.easy.pool	16	"Volgende keer weet je
waar de grond anders aanvoelt."	"De volgende keer weet je
waar de grond anders aanvoelt."
nl	outcome.timeup.hard.pool	12	"Wat niet bereikt werd,
bleef zichtbaar."	"Wat niet werd bereikt,
bleef zichtbaar."
nl	outcome.timeup.hard.pool	21	"De kou won het moment.
Niet het geheel."	"De kou won dit ogenblik.
Niet het geheel."
nl	outcome.timeup.hard.pool	29	"Niet gehaald.
Niet vergeten."	"Niet voltooid.
Niet vergeten."
nl	outcome.timeup.hard.pool	37	"Vandaag was geen overwinning.
Maar het was ook geen leegte."	"Vandaag was geen overwinning.
Maar ook geen leegte."
